Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,57.0,,,
1,1,Todd,Kurnat,Todd Kurnat,-3.57,47,$33.00,,,,,,
2,2,Eldridge,Manchester,Eldridge Manchester,-6.44,48,$97.00,,,,,,
3,2,Jesse,Kerfeld,Jesse Kerfeld,0.00,48,,,,,,,
4,4,Greg,Breazeale,Greg Breazeale,-1.97,49,$10.00,,,,,,
5,4,Harper,Alexander,Harper Alexander,-1.57,49,,,,,,,
6,6,Andy,Rothschild,Andy Rothschild,-4.98,50,$69.00,,,,,,
7,6,Dylan,Cantu,Dylan Cantu,-0.79,50,,,,,,,
8,8,Shawn,Mercy,Shawn Mercy,-1.32,51,,,,,,,
9,8,Marquis,Mallen,Marquis Mallen,-0.66,51,,,,,,,
10,8,"Scott ""Bizzle""",Badovick,"Scott ""Bizzle"" Badovick",2.15,51,,,,,,,
11,11,Mario,Avila,Mario Avila,-3.02,52,$16.00,,,,,,
12,11,Chris,Johengen,Chris Johengen,-1.85,52,$6.00,,,,,,
13,11,Dan,Santini,Dan Santini,-1.72,52,$5.00,,,,,,
14,11,Derek,Phelan,Derek Phelan,0.13,52,,,,,,,
15,11,Sean,Jack,Sean Jack,1.39,52,,,,,,,
16,11,Juan,Bernal,Juan Bernal,3.06,52,,,,,,,
17,17,Daniel,Charlip-Blumlein,Daniel Charlip-Blumlein,-2.07,53,$12.00,,,,,,
18,17,Sean,Saxton,Sean Saxton,-1.17,53,,,,,,,
19,17,Brent,Allard,Brent Allard,-0.67,53,,,,,,,
20,17,Beau,Griffin,Beau Griffin,0.73,53,,,,,,,
21,17,Vince,Mardigras,Vince Mardigras,1.13,53,,,,,,,
22,17,Doug,Mitchell,Doug Mitchell,1.31,53,,,,,,,
23,17,Joe,Dannels,Joe Dannels,1.85,53,,,,,,,
24,24,Michael,Courvoisier,Michael Courvoisier,0.02,54,,,,,,,
25,24,Marco,Benites,Marco Benites,1.32,54,,,,,,,
26,24,Joe,Kestler,Joe Kestler,1.91,54,,,,,,,
27,27,Sylvain,Pelletier,Sylvain Pelletier,-2.40,55,$13.00,,,,,,
28,27,Brett,Allen,Brett Allen,-0.97,55,,,,,,,
29,27,William,Jerpe,William Jerpe,-0.56,55,,,,,,,
30,27,Bryan,Schmitz,Bryan Schmitz,-0.20,55,,,,,,,
31,27,Mike,Hudson,Mike Hudson,0.88,55,,,,,,,
32,27,Filipe,Wong,Filipe Wong,1.51,55,,,,,,,
33,27,Luke,Walton,Luke Walton,1.83,55,,,,,,,
34,27,Wilson,Linker,Wilson Linker,2.50,55,,,,,,,
35,27,Adam,Viele,Adam Viele,2.77,55,,,,,,,
36,27,Will,Borger,Will Borger,2.91,55,,,,,,,
37,37,Cory,Sprous,Cory Sprous,-1.41,56,,,,,,,
38,37,Daniel,Humphreys,Daniel Humphreys,1.57,56,,,,,,,
39,37,Andy,Hale,Andy Hale,3.28,56,,,,,,,
40,37,Booth,Burrows,Booth Burrows,4.45,56,,,,,,,
41,37,Dave,Burnham,Dave Burnham,6.20,56,,,,,,,
42,37,Danny,Kerfeld,Danny Kerfeld,7.24,56,,,,,,,
43,43,Jason,Chinn,Jason Chinn,-3.20,57,$24.00,,,,,,
44,43,Andy,Nguyen,Andy Nguyen,-1.94,57,$8.00,,,,,,
45,43,Thor,Scordelis,Thor Scordelis,-0.50,57,,,,,,,
46,43,Sean,Pierson,Sean Pierson,0.09,57,,,,,,,
47,43,Daniel,Dodell,Daniel Dodell,0.27,57,,,,,,,
48,43,Foulad,Albadeh,Foulad Albadeh,1.49,57,,,,,,,
49,43,Life,Gibson,Life Gibson,1.85,57,,,,,,,
50,43,Chris,Tirrell,Chris Tirrell,1.94,57,,,,,,,
51,43,Jon,Toby,Jon Toby,1.98,57,,,,,,,
52,43,Simon,Crosby,Simon Crosby,1.98,57,,,,,,,
53,43,Jesse,Miller,Jesse Miller,2.61,57,,,,,,,
54,43,Eric,Leaf,Eric Leaf,4.77,57,,,,,,,
55,55,Tu,Tran,Tu Tran,-4.58,58,$47.00,,,,,,
56,55,Candace,Romaine,Candace Romaine,-3.19,58,$19.00,,,,,,
57,55,Kevin,Eckert,Kevin Eckert,5.95,58,,,,,,,
58,58,Tom,Murtiashaw,Tom Murtiashaw,-0.40,59,,,,,,,
59,58,Beth,Aubuchon,Beth Aubuchon,-0.01,59,,,,,,,
60,58,Nate,Stone,Nate Stone,2.05,59,,,,,,,
61,58,Luiz,Celeste,Luiz Celeste,5.06,59,,,,,,,
62,62,James,Teets,James Teets,3.45,60,,,,,,,
63,62,Dave,McGrath,Dave McGrath,3.59,60,,,,,,,
64,62,Chris,Vanleemput,Chris Vanleemput,4.58,60,,,,,,,
65,65,Erica,Norton,Erica Norton,-0.09,61,,,,,,,
66,65,Noah,Wald,Noah Wald,1.20,61,,,,,,,
67,65,Jake,Ward,Jake Ward,2.65,61,,,,,,,
68,65,Scott,McClellan,Scott McClellan,3.55,61,,,,,,,
69,65,Christian,Plevin,Christian Plevin,3.64,61,,,,,,,
70,65,Mike,Mardigras,Mike Mardigras,3.67,61,,,,,,,
71,65,Viento,Nieto,Viento Nieto,4.27,61,,,,,,,
72,65,Mike,Figueroa,Mike Figueroa,9.22,61,,,,,,,
73,73,Dave,Van Dollen,Dave Van Dollen,1.95,62,,,,,,,
74,73,Nellio,Fontes,Nellio Fontes,2.12,62,,,,,,,
75,73,Juni,Martins,Juni Martins,6.40,62,,,,,,,
76,73,Chris,Isom,Chris Isom,8.83,62,,,,,,,
77,77,Connor,Collins,Connor Collins,,63,,,,,,,
78,77,Hunter,Maass,Hunter Maass,,63,,,,,,,
79,79,Nick,Klein,Nick Klein,3.60,64,,,,,,,
80,79,Kevin,Smeds,Kevin Smeds,6.28,64,,,,,,,
81,79,David,Falzone,David Falzone,7.77,64,,,,,,,
82,82,Mike,Gilman,Mike Gilman,1.34,65,,,,,,,
83,82,Ron,Hanhy,Ron Hanhy,1.61,65,,,,,,,
84,82,Randy,Waters,Randy Waters,1.93,65,,,,,,,
