Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,58.5,,,
1,1,Mike,Sale,Mike Sale,0.00,48,$87.00,,,,,,
2,2,Travis,Callahan,Travis Callahan,0.00,49,$61.00,,,,,,
3,3,Matt,Angel,Matt Angel,0.00,50,$41.00,,,,,,
4,4,Chris,Isom,Chris Isom,0.00,51,$19.00,,,,,,
5,4,Daniel,Humphreys,Daniel Humphreys,0.00,51,$19.00,,,,,,
6,4,Joe,Dannels,Joe Dannels,0.00,51,$19.00,,,,,,
7,4,Cory,Murrell,Cory Murrell,0.00,51,$19.00,,,,,,
8,4,Danny,Kerfeld,Danny Kerfeld,0.00,51,$19.00,,,,,,
9,9,Kevin,Eckert,Kevin Eckert,0.00,52,$10.00,,,,,,
10,10,Scott,McClellan,Scott McClellan,0.00,53,$5.00,,,,,,
11,10,Spencer,Churchill,Spencer Churchill,0.00,53,$5.00,,,,,,
12,10,Jeff,Fiedler,Jeff Fiedler,0.00,53,$5.00,,,,,,
13,10,Shawn,Mercy,Shawn Mercy,0.00,53,$5.00,,,,,,
14,10,Sean,Jack,Sean Jack,0.00,53,$5.00,,,,,,
15,15,Chase,Lawler,Chase Lawler,0.00,54,,,,,,,
16,15,Matt,Neiman,Matt Neiman,0.00,54,,,,,,,
17,15,Jerry,Showman,Jerry Showman,0.00,54,,,,,,,
18,15,Matt,Brenner,Matt Brenner,0.00,54,,,,,,,
19,15,Luke,Walton,Luke Walton,0.00,54,,,,,,,
20,15,Mitchell,Grummon,Mitchell Grummon,0.00,54,,,,,,,
21,21,Campbell,Smith,Campbell Smith,0.00,55,,,,,,,
22,21,Mike,Figueroa,Mike Figueroa,0.00,55,,,,,,,
23,21,David,Yovino,David Yovino,0.00,55,,,,,,,
24,21,Derek,Phelan,Derek Phelan,0.00,55,,,,,,,
25,25,Daniel,Dodell,Daniel Dodell,0.00,56,,,,,,,
26,25,Steven,P.,Steven P.,0.00,56,,,,,,,
27,25,Ben,Fox,Ben Fox,0.00,56,,,,,,,
28,25,Josh,Schmidt,Josh Schmidt,0.00,56,,,,,,,
29,25,Luiz,Celeste,Luiz Celeste,0.00,56,,,,,,,
30,25,Marquis,Oliver,Marquis Oliver,0.00,56,,,,,,,
31,25,Chris,Hart,Chris Hart,0.00,56,,,,,,,
32,25,Doug,Mitchell,Doug Mitchell,0.00,56,,,,,,,
33,25,Adam,Viele,Adam Viele,0.00,56,,,,,,,
34,25,Eldridge,Manchester,Eldridge Manchester,0.00,56,,,,,,,
35,35,Niel,Jones,Niel Jones,0.00,57,,,,,,,
36,35,Mike,Degnan,Mike Degnan,0.00,57,,,,,,,
37,35,Martin,Schuler,Martin Schuler,0.00,57,,,,,,,
38,35,John,Drago,John Drago,0.00,57,,,,,,,
39,35,Andy,Rothschild,Andy Rothschild,0.00,57,,,,,,,
40,35,Christian,Plevin,Christian Plevin,0.00,57,,,,,,,
41,41,Simon,Crosby,Simon Crosby,0.00,58,,,,,,,
42,41,Mike,Hudson,Mike Hudson,0.00,58,,,,,,,
43,41,Sean,Pierson,Sean Pierson,0.00,58,,,,,,,
44,41,Foulad,Albadeh,Foulad Albadeh,0.00,58,,,,,,,
45,45,Chris,Vanleemput,Chris Vanleemput,0.00,59,,,,,,,
46,45,Matt,Duncanson,Matt Duncanson,0.00,59,,,,,,,
47,45,Joe,Donahue,Joe Donahue,0.00,59,,,,,,,
48,45,Ross,Hammond,Ross Hammond,0.00,59,,,,,,,
49,45,Andy,Hale,Andy Hale,0.00,59,,,,,,,
50,50,Craig,Bostwick,Craig Bostwick,0.00,60,,,,,,,
51,50,Edward,Bigarani,Edward Bigarani,0.00,60,,,,,,,
52,50,Patrick,Willey,Patrick Willey,0.00,60,,,,,,,
53,50,Mike,Vidov,Mike Vidov,0.00,60,,,,,,,
54,54,Chris,Rogers,Chris Rogers,0.00,61,,,,,,,
55,54,Jon,Marcus,Jon Marcus,0.00,61,,,,,,,
