Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,53.0,,,
1,1,Juan,Bernal,Juan Bernal,-1.95,43,$12.00,,,,,,
2,2,Ben,Fox,Ben Fox,-2.52,44,$20.00,,,,,,
3,2,Jeff,Fiedler,Jeff Fiedler,-2.43,44,$17.00,,,,,,
4,4,Vince,Mardigras,Vince Mardigras,-2.69,45,$34.00,,,,,,
5,5,Marco,Benites,Marco Benites,-2.68,46,$25.00,,,,,,
6,5,Jacob,Sanderson,Jacob Sanderson,-0.39,46,,,,,,,
7,7,Andy,Rothschild,Andy Rothschild,-3.44,47,$103.00,,,,,,
8,7,Dylan,Cantu,Dylan Cantu,0.30,47,,,,,,,
9,9,Jon,Braidman,Jon Braidman,-3.20,48,$73.00,,,,,,
10,9,Kevin,Eckert,Kevin Eckert,-0.50,48,,,,,,,
11,9,Todd,Kurnat,Todd Kurnat,1.80,48,,,,,,,
12,9,Danny,Kerfeld,Danny Kerfeld,2.61,48,,,,,,,
13,13,Sylvain,Pelletier,Sylvain Pelletier,-3.10,49,$49.00,,,,,,
14,13,Andy,Hale,Andy Hale,-0.36,49,,,,,,,
15,13,Wilson,Linker,Wilson Linker,0.60,49,,,,,,,
16,13,Brandon,Lohmann,Brandon Lohmann,1.58,49,,,,,,,
17,17,Glenn,Murray,Glenn Murray,-2.15,50,$13.00,,,,,,
18,17,Mick,Coronel,Mick Coronel,-1.56,50,$10.00,,,,,,
19,17,Rich,Korach,Rich Korach,-0.98,50,$6.00,,,,,,
20,17,Toby,Parks,Toby Parks,3.17,50,,,,,,,
21,17,Sean,Jack,Sean Jack,3.39,50,,,,,,,
22,17,Harper,Alexander,Harper Alexander,3.57,50,,,,,,,
23,17,Matt,Angel,Matt Angel,3.98,50,,,,,,,
24,17,"Scott ""Bizzle""",Badovick,"Scott ""Bizzle"" Badovick",4.79,50,,,,,,,
25,17,Scooter,Bailey,Scooter Bailey,,50,,,,,,,
26,26,Brett,Allen,Brett Allen,-0.61,51,,,,,,,
27,26,Sean,Saxton,Sean Saxton,0.93,51,,,,,,,
28,26,Luiz,Celeste,Luiz Celeste,0.93,51,,,,,,,
29,26,Chris,Isom,Chris Isom,1.74,51,,,,,,,
30,26,Shawn,Mercy,Shawn Mercy,2.77,51,,,,,,,
31,26,Marquis,Mallen,Marquis Mallen,3.25,51,,,,,,,
32,26,Greg,Breazeale,Greg Breazeale,4.21,51,,,,,,,
33,26,Ernie,Rogers,Ernie Rogers,4.39,51,,,,,,,
34,26,Dennis,Warsen,Dennis Warsen,4.39,51,,,,,,,
35,26,Marquis,Oliver,Marquis Oliver,4.89,51,,,,,,,
36,26,Jesse,Kerfeld,Jesse Kerfeld,7.09,51,,,,,,,
37,37,Scott,McClellan,Scott McClellan,-1.45,52,$9.00,,,,,,
38,37,Dave,McGrath,Dave McGrath,-0.51,52,,,,,,,
39,37,Daniel,Humphreys,Daniel Humphreys,1.75,52,,,,,,,
40,37,Matt,Neiman,Matt Neiman,4.94,52,,,,,,,
41,37,Flynn,O'Hare,Flynn O'Hare,,52,,,,,,,
42,42,Case,Conover,Case Conover,-0.18,53,,,,,,,
43,42,Thor,Scordelis,Thor Scordelis,-0.09,53,,,,,,,
44,42,Bryan,Schmitz,Bryan Schmitz,1.80,53,,,,,,,
45,42,Mike,Hudson,Mike Hudson,2.52,53,,,,,,,
46,42,Bryan,Hesterman,Bryan Hesterman,3.00,53,,,,,,,
47,42,Matt,Brenner,Matt Brenner,4.05,53,,,,,,,
48,42,Trevor,Duckworth,Trevor Duckworth,4.19,53,,,,,,,
49,42,Chase,Lawler,Chase Lawler,4.64,53,,,,,,,
50,42,Mike,Figueroa,Mike Figueroa,5.22,53,,,,,,,
51,42,Derek,Phelan,Derek Phelan,5.22,53,,,,,,,
52,42,Phil,Goodnough,Phil Goodnough,,53,,,,,,,
53,53,Kevin,Smeds,Kevin Smeds,-0.08,54,,,,,,,
54,53,Mike,Mardigras,Mike Mardigras,0.93,54,,,,,,,
55,53,Juni,Martins,Juni Martins,2.22,54,,,,,,,
56,53,Life,Gibson,Life Gibson,2.98,54,,,,,,,
57,53,Chris,Tirrell,Chris Tirrell,3.12,54,,,,,,,
58,53,Simon,Crosby,Simon Crosby,3.12,54,,,,,,,
59,53,Bob,McGarity,Bob McGarity,3.43,54,,,,,,,
60,53,Scott,Mathey,Scott Mathey,,54,,,,,,,
61,61,Jason,Chinn,Jason Chinn,-1.02,55,$7.00,,,,,,
62,61,Daniel,Tarango,Daniel Tarango,-0.66,55,5,,,,,,
63,61,Daniel,Johengen,Daniel Johengen,1.87,55,,,,,,,
64,61,Matt,Duncanson,Matt Duncanson,2.50,55,,,,,,,
65,61,William,Jerpe,William Jerpe,3.67,55,,,,,,,
66,61,Mike,Degnan,Mike Degnan,4.34,55,,,,,,,
67,61,Brian,Montroy,Brian Montroy,,55,,,,,,,
68,68,Andy,Nguyen,Andy Nguyen,1.52,56,,,,,,,
69,68,Christian,Plevin,Christian Plevin,2.64,56,,,,,,,
70,68,Viento,Nieto,Viento Nieto,3.00,56,,,,,,,
71,68,Bob,Wigersma,Bob Wigersma,3.86,56,,,,,,,
72,72,Sabas,Gonzalez,Sabas Gonzalez,1.93,57,,,,,,,
73,72,Sean,Pierson,Sean Pierson,4.00,57,,,,,,,
74,72,Niel,Jones,Niel Jones,5.22,57,,,,,,,
75,72,Mario,Avila,Mario Avila,6.12,57,,,,,,,
76,76,Eldridge,Manchester,Eldridge Manchester,8.38,58,,,,,,,
77,76,Wolf,Gaudchau,Wolf Gaudchau,8.65,58,,,,,,,
78,78,Dave,Headd,Dave Headd,1.05,59,,,,,,,
79,78,Frankie,Doherty,Frankie Doherty,4.52,59,,,,,,,
80,78,Dennis,Condos,Dennis Condos,6.00,59,,,,,,,
81,78,Luke,Walton,Luke Walton,9.92,59,,,,,,,
82,82,Nick,Klein,Nick Klein,3.60,60,,,,,,,
83,82,Steven,Cole,Steven Cole,3.67,60,,,,,,,
84,82,Michael,Courvoisier,Michael Courvoisier,9.93,60,,,,,,,
85,85,Aaron,Jacks,Aaron Jacks,0.85,61,,,,,,,
86,85,Scott,Maxey,Scott Maxey,1.80,61,,,,,,,
87,85,Ryan,Santos,Ryan Santos,7.07,61,,,,,,,
88,85,Jason,Tindell,Jason Tindell,8.95,61,,,,,,,
89,85,Jon,Toby,Jon Toby,9.80,61,,,,,,,
90,90,Hugh,Harrell,Hugh Harrell,1.26,62,,,,,,,
91,90,Steven,P.,Steven P.,11.03,62,,,,,,,
92,90,Eric,Plett,Eric Plett,,62,,,,,,,
93,93,Randy,Waters,Randy Waters,3.66,63,,,,,,,
94,94,Val,St Louis,Val St Louis,2.50,64,,,,,,,
95,94,Dan,Goodman,Dan Goodman,6.82,64,,,,,,,
96,94,Hunter,Maass,Hunter Maass,,64,,,,,,,
97,97,Daniel,Dodell,Daniel Dodell,12.45,65,,,,,,,
98,98,Andrew,Stockdale,Andrew Stockdale,2.01,67,,,,,,,
99,99,Ron,Hanhy,Ron Hanhy,8.97,68,,,,,,,
100,99,Dave,Van Dollen,Dave Van Dollen,11.54,68,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
