Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,58.0,,,
1,1,Patrick,Brown,Patrick Brown,,43,$78.00 ,,,,,,
2,2,Greg,Breazeale,Greg Breazeale,,47,$52.00 ,,,,,,
3,3,Hunt,Hyde,Hunt Hyde,,48,$32.00 ,,,,,,
4,3,David,Welty,David Welty,,48,$32.00 ,,,,,,
5,5,Mike,Peremba,Mike Peremba,,49,$19.00 ,,,,,,
6,6,Bryan,Banta,Bryan Banta,,50,$15.00 ,,,,,,
7,6,Todd,Kurnat,Todd Kurnat,,50,$15.00 ,,,,,,
8,8,Danny,Kerfeld,Danny Kerfeld,,52,$8.00 ,,,,,,
9,8,"Scott ""Bizzle""",Badovick,"Scott ""Bizzle"" Badovick",,52,$8.00 ,,,,,,
10,8,Steve,Erle,Steve Erle,,52,$8.00 ,,,,,,
11,8,Doug,Mitchell,Doug Mitchell,,52,$8.00 ,,,,,,
12,8,Sean,Jack,Sean Jack,,52,$8.00 ,,,,,,
13,13,Dan,Santini,Dan Santini,,53,,,,,,,
14,13,Ron,Schreier,Ron Schreier,,53,,,,,,,
15,13,Stick,Williams,Stick Williams,,53,,,,,,,
16,13,Les,Swift,Les Swift,,53,,,,,,,
17,13,Sean,Scruby,Sean Scruby,,53,,,,,,,
18,13,Andy,Leaf,Andy Leaf,,53,,,,,,,
19,19,Shawn,Mercy,Shawn Mercy,,54,,,,,,,
20,19,Ernie,Rogers,Ernie Rogers,,54,,,,,,,
21,21,Bryan,Coggins,Bryan Coggins,,55,,,,,,,
22,21,Mike,Harter,Mike Harter,,55,,,,,,,
23,21,Brian,Kiley,Brian Kiley,,55,,,,,,,
24,21,Evan,Sjostrom,Evan Sjostrom,,55,,,,,,,
25,21,Dan,Lynch,Dan Lynch,,55,,,,,,,
26,21,Jonny,Blank,Jonny Blank,,55,,,,,,,
27,27,Matt,Brenner,Matt Brenner,,56,,,,,,,
28,27,Jesse,Kerfeld,Jesse Kerfeld,,56,,,,,,,
29,27,David,Lackey,David Lackey,,56,,,,,,,
30,27,David,Falzone,David Falzone,,56,,,,,,,
31,31,Aurelius,Lewicki,Aurelius Lewicki,,57,,,,,,,
32,31,Colin,Sanders,Colin Sanders,,57,,,,,,,
33,31,Matt,Barclay,Matt Barclay,,57,,,,,,,
34,31,Chris,Hart,Chris Hart,,57,,,,,,,
35,35,Sean,Daughtery,Sean Daughtery,,58,,,,,,,
36,35,Glenn,Murray,Glenn Murray,,58,,,,,,,
37,35,Joel,Tondreau,Joel Tondreau,,58,,,,,,,
38,35,Kelsey,Wilmerding,Kelsey Wilmerding,,58,,,,,,,
39,35,Billy,Manger,Billy Manger,,58,,,,,,,
40,40,Foulad,Albadeh,Foulad Albadeh,,59,,,,,,,
41,40,Jake,Ward,Jake Ward,,59,,,,,,,
42,40,Life,Gibson,Life Gibson,,59,,,,,,,
43,40,Jon,Toby,Jon Toby,,59,,,,,,,
44,40,Mike,Ridley,Mike Ridley,,59,,,,,,,
45,45,Kevin,Smeds,Kevin Smeds,,60,,,,,,,
46,45,Daniel,Tarango,Daniel Tarango,,60,,,,,,,
47,45,Bobby,Hoellwarth,Bobby Hoellwarth,,60,,,,,,,
48,48,Kris,Mickelson,Kris Mickelson,,61,,,,,,,
49,48,Dennis,Condos,Dennis Condos,,61,,,,,,,
50,48,Matt,Poland,Matt Poland,,61,,,,,,,
51,51,Chase,Lawler,Chase Lawler,,62,,,,,,,
