Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,58.0,,,
52,51,Derek,Phelan,Derek Phelan,,62,,,,,,,
53,51,Warren,Sedar,Warren Sedar,,62,,,,,,,
54,54,Jesse,Pemberton,Jesse Pemberton,,63,,,,,,,
55,54,Niel,Jones,Niel Jones,,63,,,,,,,
56,54,Teddy,Hubbard,Teddy Hubbard,,63,,,,,,,
57,54,David,Newgard,David Newgard,,63,,,,,,,
58,58,James,Teets,James Teets,,64,,,,,,,
59,58,Carl,Miller,Carl Miller,,64,,,,,,,
60,58,Drake,Birkie,Drake Birkie,,64,,,,,,,
61,61,Chris,Isom,Chris Isom,,65,,,,,,,
62,61,Vince,Mardigras,Vince Mardigras,,65,,,,,,,
63,63,Kellen,Martin,Kellen Martin,,66,,,,,,,
64,63,Derf,Lewis,Derf Lewis,,66,,,,,,,
65,65,Dan,Mallahan,Dan Mallahan,,68,,,,,,,
66,65,Alex,Torres,Alex Torres,,68,,,,,,,
67,65,Pat,Walsh,Pat Walsh,,68,,,,,,,
68,68,KP,Hunter,KP Hunter,,69,,,,,,,
69,68,Liz,Simonsen,Liz Simonsen,,69,,,,,,,
70,70,Roger,Crain,Roger Crain,,70,,,,,,,
71,71,Leon,Geer,Leon Geer,,71,,,,,,,
72,72,Brad,McManus,Brad McManus,,74,,,,,,,
73,73,Anthony,McGinnis,Anthony McGinnis,,78,,,,,,,
74,74,Jake,Mickelson,Jake Mickelson,,80,,,,,,,
75,75,Lucky,Mickelson,Lucky Mickelson,,101,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
