,date,weighted_T,weighted_w_dir,weighted_w_spd,weighted_w_gust,weighted_rh,weighted_precip,weighted_w_u,weighted_w_v,w_gust_var,w_dir_var,w_uv_var,course_id
0,2018-11-11,62.98716285663653,59.560056707425126,5.091894382420698,15.866666666666665,26.821612617402092,0.0,2.632290492627168,3.7927244958681907,2.382222222222222,115.4362744513008,111.3702122628747,0
1,2018-12-09,49.49166666666667,68.11666666666667,3.9194444444444443,13.133333333333333,90.9888888888889,0.0,2.1007778328766786,2.8226864613473617,2.915555555555555,490.20398148148143,41.108701563785935,0
2,2018-12-17,52.0,135.0,0.0,9.0,93.0,0.01,0.0,0.0,0.0,0.0,0.0,0
3,2019-01-06,51.50555555555556,153.13333333333333,4.384722222222222,20.933333333333334,89.79861111111113,0.10562500000000001,0.8291784505927658,-3.2278268584891183,6.995555555555555,214.37655092592604,906.5003132921814,0
4,2019-08-03,56.63184126984128,226.4261904761905,3.0211587301587297,12.866666666666665,96.14949206349206,0.00020317460317460315,-2.2640576713450367,-1.8599652134644604,1.4488888888888891,15.888444444444387,17.074902688166635,0
5,2019-02-03,53.60370370370371,243.12592592592588,6.662962962962964,20.4,91.89999999999999,0.0018703703703703705,-5.654134336342953,-2.8077369649967587,6.1066666666666665,17.509657064471828,49.62350673068135,0
6,2018-11-18,51.21485507246377,73.61654589371979,3.325603864734299,10.266666666666666,93.15929951690822,0.0,2.1641724088357246,1.5453281360815971,3.2622222222222224,452.5457640493358,1039.4939779320875,0
7,2019-01-20,56.668055555555554,228.1718676122932,3.6178486997635937,16.400000000000002,96.69624704491726,0.012111111111111105,-2.4903284006548465,-2.1989329694054156,2.2399999999999998,19.627782138795272,10.794535720169007,0
8,2018-12-30,50.78012345679013,104.04248677248677,1.0369664902998237,8.0,81.40149911816577,0.0,0.2833786971608158,0.46550053574377626,0.0,3660.7783081268717,0.0,0
9,2019-03-17,67.87037037037038,217.17592592592595,0.9861111111111112,2.611111111111111,49.245370370370374,0.0,-0.6647946900438783,-0.1259590658759966,1.0154320987654322,5014.889574759946,1977.9723599766169,1
10,2019-02-10,46.09252364066194,266.49145981087474,2.3411347517730494,12.600000000000001,69.94001182033098,0.0,-2.0810465631319786,-0.47857747308494836,1.04,30.625855938319162,12.680142007402361,0
11,2018-12-02,51.962407407407404,74.18351851851851,1.5318518518518518,10.066666666666666,66.05037037037037,0.0,0.9733583861905103,0.9522285762859526,7.128888888888889,346.4785580932783,1050.3675454987554,0
12,2018-11-25,57.02318840579711,80.34492753623188,1.2898550724637683,6.8,88.21449275362319,0.0,0.8072298216766333,0.670447027838815,0.5599999999999999,266.4903507666456,154.90481782258624,0
13,2019-01-27,56.64259259259259,66.36296296296295,3.9166666666666665,12.466666666666669,73.71481481481482,0.0,2.674323749100638,2.326600858963152,1.5822222222222224,301.05652949245535,227.95403501498754,0
14,2019-03-24,54.819444444444436,77.96388888888889,2.505555555555555,11.066666666666668,74.25694444444444,0.0,2.2015929861590453,0.6498362550389764,1.2622222222222224,14.942793209876575,13.102301307727496,0
15,2019-02-24,52.83927304964539,179.61152482269506,1.9790189125295508,11.066666666666668,75.88380614657211,0.0,-0.276422116351581,-1.2553239369830749,0.06222222222222221,1907.3474120181745,27.922180275297908,0
16,2019-01-13,54.356944444444444,68.79027777777777,4.691666666666667,14.600000000000001,79.70694444444445,0.0003888888888888889,4.087325019947605,1.5655237225480212,6.239999999999999,26.691577932098742,144.09893235082293,0
17,2018-12-16,59.633333333333326,130.90661375661372,4.06984126984127,19.53333333333333,81.32275132275132,0.0,2.0572377144649656,-2.2567477245361007,13.18222222222222,270.7201315752638,2851.553386963886,0
18,2018-12-23,55.74408212560386,92.79855072463766,0.2265700483091787,4.2,78.2701690821256,0.0,0.19135038361823256,0.04946383647723577,3.0933333333333333,452.04620055310517,544.5677170734433,0
19,2019-02-17,49.2994708994709,267.3698412698413,5.48952380952381,14.066666666666665,67.71116402116402,0.0007777777777777778,-4.882030369263158,-0.07081315812861605,1.528888888888889,14.666560006718655,13.316157500629805,0
20,2019-03-10,51.38158139142181,94.48687641723357,5.202497949534424,17.86666666666667,80.94258696386358,0.0,4.470683584214588,-0.6940582923051748,0.9155555555555553,13.347998323100974,11.686552697859703,0
21,2018-11-04,57.99832915622389,233.28359788359793,2.7013088276246173,12.0,82.41275410749095,0.0007680311890838207,-2.212663413012476,-1.1895239868798748,9.066666666666666,168.9302992807989,595.2950930809496,0
22,2019-03-31,60.38055555555555,206.75277777777777,1.2722222222222224,4.066666666666667,74.82222222222222,0.0,-0.8066455450770894,-0.01079838440693943,3.9288888888888884,4969.1940895061725,5910.671043989484,0
23,2019-03-03,53.76610522430597,234.82836823367813,2.515856062942094,9.533333333333333,96.95529793774938,0.014553359683794473,-2.014618771606207,-1.279770653346714,1.4488888888888891,277.43583107958153,570.5872752584477,0
24,2018-11-24,58.80350970017637,225.69894179894183,3.462169312169312,13.333333333333334,89.86869488536155,0.0,-2.2919720222223767,-1.7993033989926286,5.5555555555555545,50.854581898602966,201.31276786527846,2
25,2017-12-02,57.056379366268544,152.45453549777397,0.174230045553575,3.3888888888888893,71.01881919507666,0.0,-0.08187317243760678,-0.005589623070577435,1.4598765432098764,387.375250544887,97.58161591068982,1
26,2017-12-23,53.25529100529101,96.92592592592594,0.2566137566137566,3.555555555555556,55.87632275132275,0.0,-0.06941291988890282,0.04418956406029214,1.2469135802469136,404.7846364883403,335.90287113636947,1
27,2019-07-31,72.79432098765432,126.97685185185185,1.5066358024691358,5.644444444444445,48.04543209876544,0.0,0.30085544326047714,0.1444089662475773,3.1646913580246907,70.72147205075444,131.49574640453775,0
28,2017-11-18,59.0276771336554,204.51982689210953,0.6469404186795492,4.277777777777778,45.95098631239936,0.0,-0.4458562132934636,-0.007324508476182795,1.7561728395061726,407.1999005491021,160.34792374516894,1
29,2017-11-24,67.0425925925926,231.2685185185185,0.5833333333333334,2.8888888888888893,76.66759259259258,0.0,-0.28510592128146844,-0.26049161418501654,3.0987654320987654,1448.3360768175587,2324.1882664107256,1
30,2019-07-30,65.80972222222222,138.95216049382717,1.8816358024691358,5.822222222222223,57.332561728395056,0.0,0.3248304537997277,0.028351470666733315,0.9595061728395063,317.1045786655998,264.7728107353349,1
31,2017-11-25,67.88153402555575,110.7746368969195,0.0744047619047619,2.611111111111111,64.90537230482883,0.0,0.06407205461447373,0.016737478404762755,1.5709876543209875,615.1219682092714,205.1604485099722,1
32,2018-10-07,76.8125,119.8425925925926,2.4837962962962963,9.166666666666668,23.990740740740737,0.0,0.2809615182752668,2.3223764736761283,5.25,1933.342121056241,4124.696633260442,1
33,2018-12-15,61.07654320987654,182.40123456790124,1.8086419753086418,7.666666666666667,71.8641975308642,0.0,0.450880915590224,-1.2447733021797778,3.555555555555556,2313.163770766652,10401.817163813423,2
34,2018-06-16,69.62711352657004,132.76811594202897,2.1478462157809983,9.111111111111112,58.17934782608696,0.0,-0.4176636372140796,-0.18512080920768284,8.432098765432098,470.8674188720857,2771.048592613242,1
