,course_id,cumgame_coeff,intercept,mse,n_value,nomatch,player,precip_coeff,prediction_score,wind_coeff
414,0,,,,,1.0,Sam Jung,,,
415,1,,,,,1.0,Sam Jung,,,
416,2,,65.0,,,,Sam Jung,,,
417,0,,,,,1.0,Derek James,,,
418,1,,,,,1.0,Derek James,,,
419,2,,68.0,,,,Derek James,,,
420,0,,,,,1.0,Gregg Lacomb,,,
421,1,,,,,1.0,Gregg Lacomb,,,
422,2,-0.0,59.2,12.959999999999999,5.0,,Gregg Lacomb,0.0,0.0,0.0
423,0,,,,,1.0,Ayton Hesterman ,,,
424,1,,101.0,,,,Ayton Hesterman ,,,
425,2,,,,,1.0,Ayton Hesterman ,,,
426,0,,,,,1.0,Brad Hoover,,,
427,1,,60.0,,,,Brad Hoover,,,
428,2,,,,,1.0,Brad Hoover,,,
429,0,,,,,1.0,Brett Buntjer,,,
430,1,,53.0,,,,Brett Buntjer,,,
431,2,,,,,1.0,Brett Buntjer,,,
432,0,,,,,1.0,Carter Aasen,,,
433,1,-0.37415270214054913,69.33333333333333,7.362611588923092,3.0,,Carter Aasen,0.0,0.3628509201893477,0.5748268161907529
434,2,,,,,1.0,Carter Aasen,,,
435,0,,,,,1.0,Eugene Gershtein,,,
436,1,-0.10228363168534707,75.33333333333333,0.06927048708466534,3.0,,Eugene Gershtein,0.0,0.688282808119006,0.1486673546044117
437,2,,,,,1.0,Eugene Gershtein,,,
438,0,,60.0,,,,Jacob Kermish-Wells,,,
439,1,-2.1022360747129012e-17,67.0,18.5,4.0,,Jacob Kermish-Wells,0.0,0.0,-0.0
440,2,,,,,1.0,Jacob Kermish-Wells,,,
441,0,3.3881236248211946,52.285714285714285,3.5036249897583382,7.0,,Jacob Sanderson,-1.3521374070256522,0.7717052865715976,-0.0
442,1,,56.5,,,,Jacob Sanderson,,,
443,2,,,,,1.0,Jacob Sanderson,,,
444,0,1.4812771299654646,53.416666666666664,4.179499854208143,12.0,,Joe Dannels,2.705401227755182,0.6803781311704872,-0.47587250419491883
445,1,,54.5,,,,Joe Dannels,,,
446,2,,,,,1.0,Joe Dannels,,,
447,0,,,,,1.0,Justin Barnard,,,
448,1,,67.0,,,,Justin Barnard,,,
449,2,,,,,1.0,Justin Barnard,,,
450,0,,,,,1.0,Nico Grishkoff,,,
451,1,,59.0,,,,Nico Grishkoff,,,
452,2,,,,,1.0,Nico Grishkoff,,,
453,0,,,,,1.0,Thomas Hesterman ,,,
454,1,,97.0,,,,Thomas Hesterman ,,,
455,2,,,,,1.0,Thomas Hesterman ,,,
456,0,,,,,1.0,Valerie St Louis,,,
457,1,,75.0,,,,Valerie St Louis,,,
458,2,,,,,1.0,Valerie St Louis,,,
459,0,,49.0,,,,Christian Eck,,,
460,1,,52.0,,,,Christian Eck,,,
461,2,-0.6525645958312386,49.56,8.552478294099343,25.0,,Christian Eck,0.16361167731792403,0.2631239407482645,0.9114265885091152
462,0,-0.0,59.833333333333336,9.726690952013636,6.0,,Adriano Rothschild,-0.0,0.32790619141556465,-1.5005006271111647
463,1,,58.5,,,,Adriano Rothschild,,,
464,2,,,,,1.0,Adriano Rothschild,,,
465,0,0.0,61.8,2.96,5.0,,Beth Aubuchon,0.0,0.0,-0.0
466,1,,62.0,,,,Beth Aubuchon,,,
467,2,,,,,1.0,Beth Aubuchon,,,
468,0,,,,,1.0,Brad Everett,,,
469,1,,59.0,,,,Brad Everett,,,
470,2,,,,,1.0,Brad Everett,,,
471,0,,67.0,,,,Brant Willis,,,
472,1,,56.0,,,,Brant Willis,,,
473,2,,,,,1.0,Brant Willis,,,
474,0,,,,,1.0,Chris Young,,,
475,1,,55.0,,,,Chris Young,,,
476,2,,,,,1.0,Chris Young,,,
477,0,,,,,1.0,Christian Eck ,,,
478,1,,55.0,,,,Christian Eck ,,,
479,2,,,,,1.0,Christian Eck ,,,
480,0,,,,,1.0,Dan Radosinovich,,,
481,1,,52.0,,,,Dan Radosinovich,,,
482,2,,,,,1.0,Dan Radosinovich,,,
483,0,,,,,1.0,Dan Tarango,,,
484,1,,62.0,,,,Dan Tarango,,,
485,2,,,,,1.0,Dan Tarango,,,
486,0,0.0,59.23076923076923,12.33136094674556,13.0,,Dave McGrath,0.0,0.0,0.0
487,1,,57.0,,,,Dave McGrath,,,
488,2,,,,,1.0,Dave McGrath,,,
489,0,-1.752567600304427,56.875,18.419815430683407,8.0,,John Drago,-0.0,0.3142128053730436,0.5145009302924121
490,1,-0.6781468913547083,59.0,3.0731523721786886,3.0,,John Drago,0.0,0.615855953477664,-0.71031413780638
491,2,,,,,1.0,John Drago,,,
492,0,,,,,1.0,Jordan Brooker,,,
493,1,,46.0,,,,Jordan Brooker,,,
494,2,,,,,1.0,Jordan Brooker,,,
495,0,,,,,1.0,Juan X Bernal,,,
496,1,,53.5,,,,Juan X Bernal,,,
497,2,,,,,1.0,Juan X Bernal,,,
498,0,,72.0,,,,Krystal Ricks,,,
499,1,,75.0,,,,Krystal Ricks,,,
500,2,,,,,1.0,Krystal Ricks,,,
501,0,-0.0,57.25,8.6875,4.0,,Michael Courvoisier,-0.0,0.0,-2.5642183050193353e-17
502,1,,51.0,,,,Michael Courvoisier,,,
503,2,,,,,1.0,Michael Courvoisier,,,
504,0,,,,,1.0,Nick Bang,,,
505,1,,58.0,,,,Nick Bang,,,
506,2,,,,,1.0,Nick Bang,,,
507,0,,,,,1.0,Nick Fitzinger,,,
508,1,,52.0,,,,Nick Fitzinger,,,
509,2,,,,,1.0,Nick Fitzinger,,,
510,0,,,,,1.0,Nick Pantages,,,
511,1,,59.0,,,,Nick Pantages,,,
512,2,,,,,1.0,Nick Pantages,,,
513,0,,,,,1.0,Pat Mortonson,,,
514,1,,62.0,,,,Pat Mortonson,,,
515,2,,,,,1.0,Pat Mortonson,,,
516,0,,,,,1.0,Ralph Mandarano,,,
517,1,,60.0,,,,Ralph Mandarano,,,
518,2,,,,,1.0,Ralph Mandarano,,,
519,0,0.0,62.0,13.77407543136007,11.0,,Sabas Gonzalez,-0.2545680861453359,0.1087362956178779,-0.28463401241966957
520,1,,63.0,,,,Sabas Gonzalez,,,
521,2,,,,,1.0,Sabas Gonzalez,,,
522,0,,,,,1.0,Wilson Linkr,,,
523,1,,55.5,,,,Wilson Linkr,,,
524,2,,,,,1.0,Wilson Linkr,,,
525,0,,,,,1.0,Yulian Kuncheff,,,
526,1,,74.5,,,,Yulian Kuncheff,,,
527,2,,,,,1.0,Yulian Kuncheff,,,
528,0,,,,,1.0,Alex Bruner,,,
529,1,,59.0,,,,Alex Bruner,,,
530,2,-0.8208271728666949,65.5,11.127850611653646,14.0,,Alex Bruner,0.0,0.2966595550196342,2.2271085730696463
531,0,,,,,1.0,Daniel Greenberg,,,
532,1,,,,,1.0,Daniel Greenberg,,,
533,2,,63.0,,,,Daniel Greenberg,,,
534,0,,,,,1.0,Brad Hart,,,
535,1,,,,,1.0,Brad Hart,,,
536,2,,53.5,,,,Brad Hart,,,
537,0,,,,,1.0,George Williams,,,
538,1,,,,,1.0,George Williams,,,
539,2,,69.0,,,,George Williams,,,
540,0,,,,,1.0,Thorin Somers,,,
541,1,,,,,1.0,Thorin Somers,,,
542,2,,56.0,,,,Thorin Somers,,,
543,0,,,,,1.0,Brad from KC,,,
544,1,,,,,1.0,Brad from KC,,,
545,2,,61.0,,,,Brad from KC,,,
546,0,,,,,1.0,David McGrath,,,
547,1,,,,,1.0,David McGrath,,,
548,2,,56.0,,,,David McGrath,,,
549,0,-2.2834446996890123,56.166666666666664,0.3706544603529147,6.0,,Adam Viele,-2.1777754692406637,0.9594420651285565,1.8229995649938855
550,1,,,,,1.0,Adam Viele,,,
551,2,,,,,1.0,Adam Viele,,,
552,0,-0.0,62.75,9.6875,16.0,,Alan Chambless,0.0,0.0,0.0
553,1,,,,,1.0,Alan Chambless,,,
554,2,,,,,1.0,Alan Chambless,,,
555,0,,64.0,,,,Alex Corstorphine,,,
556,1,,,,,1.0,Alex Corstorphine,,,
557,2,,,,,1.0,Alex Corstorphine,,,
558,0,0.0,55.875,13.734375,16.0,,Andy Hale,0.0,0.0,-0.0
559,1,,,,,1.0,Andy Hale,,,
560,2,,,,,1.0,Andy Hale,,,
561,0,-1.0381315575619905,57.421052631578945,18.642926864123005,19.0,,Andy Rothschild,-0.13437316506986843,0.10694047267138995,0.39423276126071977
562,1,,,,,1.0,Andy Rothschild,,,
563,2,,,,,1.0,Andy Rothschild,,,
564,0,0.1876355240023542,60.8,13.20083138001273,10.0,,Angel Diaz,0.33767686198994556,0.48754536568273565,2.521572882615945
565,1,,,,,1.0,Angel Diaz,,,
566,2,,,,,1.0,Angel Diaz,,,
567,0,-0.39959374690010074,52.81818181818182,5.564744812516413,11.0,,Ben Fox,0.029014613898600595,0.12097373065993977,0.12112240139453623
568,1,,,,,1.0,Ben Fox,,,
569,2,,,,,1.0,Ben Fox,,,
570,0,-0.0,60.0,13.777777777777779,9.0,,Bob Wigersma,0.0,0.0,0.0
571,1,,,,,1.0,Bob Wigersma,,,
572,2,,,,,1.0,Bob Wigersma,,,
573,0,-0.0,65.1,10.69,10.0,,Brandon Saker,-0.0,0.0,0.0
574,1,,,,,1.0,Brandon Saker,,,
575,2,,,,,1.0,Brandon Saker,,,
576,0,0.0,60.0,34.0,6.0,,Campbell Smith,-0.0,0.0,-0.0
577,1,,,,,1.0,Campbell Smith,,,
578,2,,,,,1.0,Campbell Smith,,,
579,0,-0.0,64.3076923076923,27.597633136094675,13.0,,Candace Romaine,0.0,0.0,-1.3722961434341057e-17
580,1,,,,,1.0,Candace Romaine,,,
581,2,,,,,1.0,Candace Romaine,,,
582,0,0.0,54.666666666666664,12.888888888888891,12.0,,Chase Lawler,0.0,0.0,-1.615900112239045e-17
583,1,,,,,1.0,Chase Lawler,,,
584,2,,,,,1.0,Chase Lawler,,,
585,0,,58.0,,,,Chris Rogers,,,
586,1,,,,,1.0,Chris Rogers,,,
587,2,,,,,1.0,Chris Rogers,,,
588,0,1.9856776022658785e-17,58.27272727272727,21.107438016528924,11.0,,Chris Vanleemput,0.0,0.0,0.0
589,1,,,,,1.0,Chris Vanleemput,,,
590,2,,,,,1.0,Chris Vanleemput,,,
591,0,0.0,58.111111111111114,12.014882517463327,9.0,,Christian Plevin,-0.0,0.21006048383560938,1.0280374874077742
592,1,,,,,1.0,Christian Plevin,,,
593,2,,,,,1.0,Christian Plevin,,,
594,0,,62.5,,,,Connor Collins,,,
595,1,,,,,1.0,Connor Collins,,,
596,2,,,,,1.0,Connor Collins,,,
597,0,0.0,51.38461538461539,8.08284023668639,13.0,,Cory Murrell,-0.0,0.0,-0.0
598,1,,,,,1.0,Cory Murrell,,,
599,2,,,,,1.0,Cory Murrell,,,
600,0,1.4956817441631356e-17,63.54545454545455,15.702479338842975,11.0,,Craig Bostwick,-0.0,0.0,0.0
601,1,,,,,1.0,Craig Bostwick,,,
602,2,,,,,1.0,Craig Bostwick,,,
603,0,-0.5920053133878037,61.666666666666664,1.86857902002001e-05,3.0,,Dale Ferreira,0.31914944778321536,0.9999879877062999,-0.5283834251649833
604,1,,,,,1.0,Dale Ferreira,,,
605,2,,,,,1.0,Dale Ferreira,,,
606,0,0.0,59.333333333333336,15.722222222222223,12.0,,Daniel Dodell,0.0,0.0,0.0
607,1,,,,,1.0,Daniel Dodell,,,
608,2,,,,,1.0,Daniel Dodell,,,
609,0,-0.0,56.77777777777778,23.004164071963956,9.0,,Daniel Humphreys,0.01268147461618353,0.012016283229543734,0.04358489332086376
610,1,,,,,1.0,Daniel Humphreys,,,
611,2,,,,,1.0,Daniel Humphreys,,,
612,0,2.366553103921037,50.57142857142857,7.805988273719818,14.0,,Danny Kerfeld,-2.222543073735577,0.523669457768031,-0.01689770033389858
613,1,,,,,1.0,Danny Kerfeld,,,
614,2,,,,,1.0,Danny Kerfeld,,,
615,0,0.7370233490930843,57.0,3.5074384277748565,3.0,,David Yovino,-0.12800516682915142,0.7230969662283008,1.1050237112648087
616,1,,,,,1.0,David Yovino,,,
617,2,,,,,1.0,David Yovino,,,
618,0,0.0,54.166666666666664,14.583333333333336,18.0,,Derek Phelan,0.0,0.0,-0.0
619,1,,,,,1.0,Derek Phelan,,,
620,2,,,,,1.0,Derek Phelan,,,
621,0,-0.0,55.0,15.509167230600566,7.0,,Doug Mitchell,-0.0,0.047682713910491614,-0.1806633237123449
622,1,,,,,1.0,Doug Mitchell,,,
623,2,,,,,1.0,Doug Mitchell,,,
624,0,,61.0,,,,Drake Birkie,,,
625,1,,,,,1.0,Drake Birkie,,,
626,2,,,,,1.0,Drake Birkie,,,
627,0,0.2527810784486238,58.6,13.276683712001573,15.0,,Edward Bigarani,0.0945247338474719,0.29777765980245585,1.5176573666033066
628,1,,,,,1.0,Edward Bigarani,,,
629,2,,,,,1.0,Edward Bigarani,,,
630,0,-0.0,57.0,19.166666666666668,12.0,,Eldridge Manchester,-0.0,0.0,-0.0
631,1,,,,,1.0,Eldridge Manchester,,,
632,2,,,,,1.0,Eldridge Manchester,,,
633,0,,66.5,,,,Eric Gough,,,
634,1,,,,,1.0,Eric Gough,,,
635,2,,,,,1.0,Eric Gough,,,
636,0,-0.6271038403590555,56.25,2.624267190527584,4.0,,Foulad Albadeh,-0.9551099748711422,0.7291079029132816,0.15964892920351134
637,1,,,,,1.0,Foulad Albadeh,,,
638,2,,,,,1.0,Foulad Albadeh,,,
639,0,-1.026148767334314,62.875,2.5474552942748594,8.0,,Jason Chinn,0.7603585461842142,0.7278177982744725,-1.623904127540898
640,1,,,,,1.0,Jason Chinn,,,
641,2,,,,,1.0,Jason Chinn,,,
642,0,-0.0,76.0,0.6280401908798781,3.0,,Javier Bastidas,0.0,0.057939713680182914,-0.02935897297309696
643,1,,,,,1.0,Javier Bastidas,,,
644,2,,,,,1.0,Javier Bastidas,,,
645,0,0.0,52.6,2.2399999999999998,5.0,,Jerry Showman,-0.0,0.0,-0.0
646,1,,,,,1.0,Jerry Showman,,,
647,2,,,,,1.0,Jerry Showman,,,
648,0,0.9190584371676963,61.4,13.349037273446726,10.0,,Joe Donahue,-0.0,0.22569389365158188,0.0
649,1,,,,,1.0,Joe Donahue,,,
650,2,,,,,1.0,Joe Donahue,,,
651,0,,82.0,,,,Jon Beyler,,,
652,1,,,,,1.0,Jon Beyler,,,
653,2,,,,,1.0,Jon Beyler,,,
654,0,,61.5,,,,Jon Marcus,,,
655,1,,,,,1.0,Jon Marcus,,,
656,2,,,,,1.0,Jon Marcus,,,
657,0,0.0,56.0,18.363636363636363,11.0,,Josh Schmidt,-0.0,0.0,1.7381011260366238e-17
658,1,,,,,1.0,Josh Schmidt,,,
659,2,,,,,1.0,Josh Schmidt,,,
660,0,0.9215994563179464,56.875,3.2479714012030954,8.0,,Kevin Eckert,0.0,0.7317804262232283,2.217220513909655
661,1,,,,,1.0,Kevin Eckert,,,
662,2,,,,,1.0,Kevin Eckert,,,
663,0,,71.0,,,,Leo Austin-Muehleck,,,
664,1,,,,,1.0,Leo Austin-Muehleck,,,
665,2,,,,,1.0,Leo Austin-Muehleck,,,
666,0,,64.0,,,,Leon Goodstriker,,,
667,1,,,,,1.0,Leon Goodstriker,,,
668,2,,,,,1.0,Leon Goodstriker,,,
669,0,0.0,60.333333333333336,12.070151560010364,6.0,,Luis Ortiz,1.5620439841482292,0.44857175614165856,0.0
670,1,,,,,1.0,Luis Ortiz,,,
671,2,,,,,1.0,Luis Ortiz,,,
672,0,,77.0,,,,Luka Leskur,,,
673,1,,,,,1.0,Luka Leskur,,,
674,2,,,,,1.0,Luka Leskur,,,
675,0,0.0,55.77777777777778,14.39506172839506,9.0,,Luke Walton,0.0,0.0,0.0
676,1,,,,,1.0,Luke Walton,,,
677,2,,,,,1.0,Luke Walton,,,
678,0,-0.0,50.25,6.273312100016988,8.0,,Marquis Oliver,2.0951422260123174,0.6183536365008676,1.5966282510393026
679,1,,,,,1.0,Marquis Oliver,,,
680,2,,,,,1.0,Marquis Oliver,,,
681,0,2.207380431193886e-17,60.25,9.6875,4.0,,Martin Schuler,0.0,0.0,-0.0
682,1,,,,,1.0,Martin Schuler,,,
683,2,,,,,1.0,Martin Schuler,,,
684,0,1.7057780676464664,52.642857142857146,11.324267851941292,14.0,,Matt Angel,-1.061214461753791,0.23489951775922324,0.2495438644691951
685,1,,,,,1.0,Matt Angel,,,
686,2,,,,,1.0,Matt Angel,,,
687,0,0.21043709454600878,54.8125,10.664388050554425,16.0,,Matt Brenner,-0.29137777106155655,0.10400940566395378,0.4818065277179998
688,1,,,,,1.0,Matt Brenner,,,
689,2,,,,,1.0,Matt Brenner,,,
690,0,0.8295635957702998,59.4,8.573765446262145,15.0,,Matt Duncanson,-0.22058191860397472,0.16271821813846232,-0.08249599493639079
691,1,,,,,1.0,Matt Duncanson,,,
692,2,,,,,1.0,Matt Duncanson,,,
693,0,,58.0,,,,Matthew Cowen,,,
694,1,,,,,1.0,Matthew Cowen,,,
695,2,,,,,1.0,Matthew Cowen,,,
696,0,0.40796568014330925,54.375,9.645359407742024,8.0,,Mike Figueroa,0.16995466454384814,0.1780252968102669,0.36937157879418225
697,1,,,,,1.0,Mike Figueroa,,,
698,2,,,,,1.0,Mike Figueroa,,,
699,0,0.0,58.38461538461539,13.621301775147925,13.0,,Mike Hudson,-0.0,0.0,0.0
700,1,,,,,1.0,Mike Hudson,,,
701,2,,,,,1.0,Mike Hudson,,,
702,0,,61.0,,,,Mike Ridley,,,
703,1,,,,,1.0,Mike Ridley,,,
704,2,,,,,1.0,Mike Ridley,,,
705,0,0.16389748852337868,49.42857142857143,1.488571211255208,7.0,,Mike Sale,1.1024243267211074,0.5947778369360821,0.0
706,1,,,,,1.0,Mike Sale,,,
707,2,,,,,1.0,Mike Sale,,,
708,0,1.9091978345991774,62.333333333333336,0.07299107253617605,3.0,,Mike Vidov,0.0,0.9827126407151162,-0.0
709,1,,,,,1.0,Mike Vidov,,,
710,2,,,,,1.0,Mike Vidov,,,
711,0,,70.0,,,,Milo Straghalis,,,
712,1,,,,,1.0,Milo Straghalis,,,
713,2,,,,,1.0,Milo Straghalis,,,
714,0,2.0444775829714263,58.75,0.8930887152238881,4.0,,Mitchell Grummon,0.09100355579298228,0.912334850039373,0.8183506647635427
715,1,,,,,1.0,Mitchell Grummon,,,
716,2,,,,,1.0,Mitchell Grummon,,,
717,0,0.7851260746690166,62.89473684210526,12.095588877625815,19.0,,Nellio Fontes,1.7373388864053825,0.2581536553138092,-0.6899350004431047
718,1,,,,,1.0,Nellio Fontes,,,
719,2,,,,,1.0,Nellio Fontes,,,
720,0,0.7873878750993906,57.9375,4.371353536464507,16.0,,Niel Jones,0.5351843025816362,0.2784871016538274,-0.0
721,1,,,,,1.0,Niel Jones,,,
722,2,,,,,1.0,Niel Jones,,,
723,0,,60.0,,,,Patrick Willey,,,
724,1,,,,,1.0,Patrick Willey,,,
725,2,,,,,1.0,Patrick Willey,,,
726,0,0.06404492959453403,73.0,5.395772080673804e-05,3.0,,Peter Thayer,0.0,0.9999957401799363,-3.545535659630855
727,1,,,,,1.0,Peter Thayer,,,
728,2,,,,,1.0,Peter Thayer,,,
729,0,,65.0,,,,Reese Williams,,,
730,1,,,,,1.0,Reese Williams,,,
731,2,,,,,1.0,Reese Williams,,,
732,0,2.543816781881063,65.0,4.827850001192055,8.0,,Ron Schreier,-1.5243762787716124,0.6137719999046356,1.0401975890945483
733,1,,,,,1.0,Ron Schreier,,,
734,2,,,,,1.0,Ron Schreier,,,
735,0,-2.4535736448479706e-17,58.0,1.5,4.0,,Ross Hammond,0.0,0.0,0.0
736,1,,,,,1.0,Ross Hammond,,,
737,2,,,,,1.0,Ross Hammond,,,
738,0,,68.5,,,,Scooter Wilson,,,
739,1,,,,,1.0,Scooter Wilson,,,
740,2,,,,,1.0,Scooter Wilson,,,
741,0,1.1192467494049596,59.785714285714285,4.983948054733607,14.0,,Scott McClellan,0.4126753111317587,0.4104684256319935,-0.0
742,1,,,,,1.0,Scott McClellan,,,
743,2,,,,,1.0,Scott McClellan,,,
744,0,0.0,60.13333333333333,21.71555555555556,15.0,,Sean Pierson,-0.0,0.0,0.0
745,1,,,,,1.0,Sean Pierson,,,
746,2,,,,,1.0,Sean Pierson,,,
747,0,-0.0,56.8,21.360000000000007,15.0,,Sean Saxton,0.0,0.0,0.0
748,1,,,,,1.0,Sean Saxton,,,
749,2,,,,,1.0,Sean Saxton,,,
750,0,0.297225371196662,57.07692307692308,10.213709482723724,13.0,,Simon Crosby,0.1642537422730003,0.04423205837192201,0.0
751,1,,,,,1.0,Simon Crosby,,,
752,2,,,,,1.0,Simon Crosby,,,
753,0,0.0,58.61538461538461,17.621301775147927,13.0,,Steven P.,0.0,0.0,0.0
754,1,,,,,1.0,Steven P.,,,
755,2,,,,,1.0,Steven P.,,,
756,0,0.0,53.1,13.290000000000001,10.0,,Travis Callahan,-0.0,0.0,1.2941994162336905e-17
757,1,,,,,1.0,Travis Callahan,,,
758,2,,,,,1.0,Travis Callahan,,,
759,0,-0.25951119010247803,68.55555555555556,9.220146869946369,9.0,,Val St Louis,0.0,0.05940567195761204,-0.24228364564286045
760,1,,,,,1.0,Val St Louis,,,
761,2,,,,,1.0,Val St Louis,,,
762,0,0.0,68.0,3.6,5.0,,Aaron Jacks,0.0,0.0,-0.0
763,1,,,,,1.0,Aaron Jacks,,,
764,2,,,,,1.0,Aaron Jacks,,,
765,0,-1.4340064464714427e-17,61.125,18.859375,8.0,,Aaron Sorber,0.0,0.0,0.0
766,1,,,,,1.0,Aaron Sorber,,,
767,2,,,,,1.0,Aaron Sorber,,,
768,0,0.24686632119431898,74.83333333333333,4.282327164541619,6.0,,Ashley Foust,0.6246497346456156,0.8036130217535054,-2.915931831493237
769,1,,81.0,,,,Ashley Foust,,,
770,2,,,,,1.0,Ashley Foust,,,
771,0,0.0,56.666666666666664,14.888888888888891,3.0,,Bob Proctor,-0.0,0.0,-5.703780430926453e-16
772,1,,,,,1.0,Bob Proctor,,,
773,2,,,,,1.0,Bob Proctor,,,
774,0,1.1695926201228433,54.285714285714285,3.9571275172799427,7.0,,Brandon Lohmann,-0.0579970496051497,0.3902539360166126,-0.0
775,1,,,,,1.0,Brandon Lohmann,,,
776,2,,,,,1.0,Brandon Lohmann,,,
777,0,,59.0,,,,Brian Repp,,,
778,1,,,,,1.0,Brian Repp,,,
779,2,,,,,1.0,Brian Repp,,,
780,0,,61.5,,,,Briana Ainsley,,,
781,1,,,,,1.0,Briana Ainsley,,,
782,2,,,,,1.0,Briana Ainsley,,,
783,0,-1.1075279299943754,59.0,6.159266023109287,7.0,,Bryan Schmitz,-0.24403065534811996,0.4986643934678487,-1.4047456599480737
784,1,,,,,1.0,Bryan Schmitz,,,
785,2,,,,,1.0,Bryan Schmitz,,,
786,0,,50.0,,,,Cheyney Steininger,,,
787,1,,,,,1.0,Cheyney Steininger,,,
788,2,,,,,1.0,Cheyney Steininger,,,
789,0,1.452668539094442e-17,55.92857142857143,12.35204081632653,14.0,,Chris Johengen,0.0,0.0,0.0
790,1,,,,,1.0,Chris Johengen,,,
791,2,,,,,1.0,Chris Johengen,,,
792,0,1.5020000122181498,57.388888888888886,14.500709839756773,18.0,,Chris Tirrell,-1.2617103672071952,0.21917400896107764,-0.8727979492693472
793,1,,,,,1.0,Chris Tirrell,,,
794,2,,,,,1.0,Chris Tirrell,,,
795,0,0.0,60.2,11.16,10.0,,Cory Sprous,-0.0,0.0,-0.0
796,1,,59.0,,,,Cory Sprous,,,
797,2,,,,,1.0,Cory Sprous,,,
798,0,-0.12559499551149686,53.625,2.787744272075969,8.0,,Dan Santini,-0.0,0.06588673605831408,0.0
799,1,,,,,1.0,Dan Santini,,,
800,2,,,,,1.0,Dan Santini,,,
801,0,2.937701742179316,60.142857142857146,2.049496769508455,7.0,,Daniel Johengen,-2.1263968556096216,0.9009612014734572,2.8496650679591653
802,1,,,,,1.0,Daniel Johengen,,,
803,2,,,,,1.0,Daniel Johengen,,,
804,0,0.12678907383688512,63.0,16.51180934073734,14.0,,Dave Van Dollen,0.02584624266871573,0.2730649975776013,1.9677453986128222
805,1,,,,,1.0,Dave Van Dollen,,,
806,2,,,,,1.0,Dave Van Dollen,,,
807,0,0.0,60.63636363636363,8.595041322314051,11.0,,Dennis Condos,-0.0,0.0,0.0
808,1,,,,,1.0,Dennis Condos,,,
809,2,,,,,1.0,Dennis Condos,,,
810,0,,64.0,,,,Dmitri Kononov,,,
811,1,,,,,1.0,Dmitri Kononov,,,
812,2,,,,,1.0,Dmitri Kononov,,,
813,0,2.747194802374406e-17,55.0,6.833333333333333,12.0,,Eric Leaf,0.0,0.0,0.0
814,1,,,,,1.0,Eric Leaf,,,
815,2,,,,,1.0,Eric Leaf,,,
816,0,,82.0,,,,Evan Kaeser,,,
817,1,,,,,1.0,Evan Kaeser,,,
818,2,,,,,1.0,Evan Kaeser,,,
819,0,0.0,59.09090909090909,6.6280991735537205,11.0,,Glenn Murray,-0.0,0.0,0.0
820,1,,,,,1.0,Glenn Murray,,,
821,2,,,,,1.0,Glenn Murray,,,
822,0,,48.5,,,,James Proctor,,,
823,1,,,,,1.0,James Proctor,,,
824,2,,47.0,,,,James Proctor,,,
825,0,-0.0,50.5,10.697796943341453,10.0,,Jesse Kerfeld,0.10994240184929056,0.03187357978810379,-0.0
826,1,,,,,1.0,Jesse Kerfeld,,,
827,2,,,,,1.0,Jesse Kerfeld,,,
828,0,1.948152083901262e-17,59.0,12.666666666666666,3.0,,Joe Frediani,0.0,0.0,0.0
829,1,,,,,1.0,Joe Frediani,,,
830,2,,,,,1.0,Joe Frediani,,,
831,0,2.400929249123126,61.0,6.251509590816647,9.0,,Josh Babiak,1.1408588420205938,0.7099815138280937,1.4076157784420849
832,1,,,,,1.0,Josh Babiak,,,
833,2,,,,,1.0,Josh Babiak,,,
834,0,0.007338486118746165,50.54545454545455,13.320331764014918,11.0,,Juan Bernal,-0.0,0.0013877673817811464,0.0
835,1,,,,,1.0,Juan Bernal,,,
836,2,,,,,1.0,Juan Bernal,,,
837,0,,70.0,,,,Kevin Yoshimoto,,,
838,1,,,,,1.0,Kevin Yoshimoto,,,
839,2,,,,,1.0,Kevin Yoshimoto,,,
840,0,1.9799693449105207,62.0,1.4074080623592806,3.0,,Landyn Christopher,0.0,0.8680554941538174,-0.3145487050587097
841,1,,,,,1.0,Landyn Christopher,,,
842,2,,,,,1.0,Landyn Christopher,,,
843,0,-0.0,56.55555555555556,3.821518796491639,9.0,,Life Gibson,-0.1258011108113675,0.2559061958754262,0.6136563031558113
844,1,,60.0,,,,Life Gibson,,,
845,2,,,,,1.0,Life Gibson,,,
846,0,2.2264084054200556e-17,54.666666666666664,8.722222222222223,12.0,,Marco Benites,-0.0,0.0,0.0
847,1,,,,,1.0,Marco Benites,,,
848,2,,,,,1.0,Marco Benites,,,
849,0,,62.0,,,,Michael Neylan,,,
850,1,,,,,1.0,Michael Neylan,,,
851,2,,,,,1.0,Michael Neylan,,,
852,0,-2.0507641328925743,60.333333333333336,0.001111828869637708,3.0,,Mike Newton,0.0,0.99961513616051,-3.7116432358768963
853,1,,,,,1.0,Mike Newton,,,
854,2,,,,,1.0,Mike Newton,,,
855,0,-0.5617155007480011,61.75,3.865352812036062,4.0,,Mitch Grummon,-0.0,0.37529651522649504,0.0
856,1,,,,,1.0,Mitch Grummon,,,
857,2,,,,,1.0,Mitch Grummon,,,
858,0,,63.0,,,,Sam Maurer,,,
859,1,,,,,1.0,Sam Maurer,,,
860,2,,,,,1.0,Sam Maurer,,,
861,0,1.810866815982842,66.0,0.012616246632441472,4.0,,Samuel Jung,0.0,0.9949535013470234,0.30675887666643653
862,1,,,,,1.0,Samuel Jung,,,
863,2,,,,,1.0,Samuel Jung,,,
