,time,T,w_dir,w_spd,w_gust,rh,precip
0,2017-04-05 00:01:00,51.8,313.0,0.0,0.0,94.0,0.0
1,2017-04-05 00:06:00,51.8,338.0,0.0,0.0,95.0,0.0
2,2017-04-05 00:11:00,51.8,311.0,0.0,0.0,95.0,0.0
3,2017-04-05 00:16:00,52.0,330.0,0.0,0.0,95.0,0.0
4,2017-04-05 00:21:00,52.0,283.0,0.0,0.0,95.0,0.0
5,2017-04-05 00:26:00,52.0,286.0,0.0,0.0,96.0,0.0
6,2017-04-05 00:31:00,52.0,281.0,0.0,0.0,96.0,0.0
7,2017-04-05 00:37:00,51.8,289.0,0.0,0.0,96.0,0.0
8,2017-04-05 00:42:00,51.6,287.0,0.0,0.0,96.0,0.0
9,2017-04-05 00:47:00,51.4,240.0,0.0,0.0,96.0,0.0
10,2017-04-05 00:52:00,51.4,250.0,0.0,0.0,95.0,0.0
11,2017-04-05 00:57:00,51.3,257.0,0.0,0.0,94.0,0.0
12,2017-04-05 01:02:00,51.3,257.0,0.0,0.0,94.0,0.0
13,2017-04-05 01:07:00,51.1,253.0,0.0,0.0,94.0,0.0
14,2017-04-05 01:12:00,51.3,172.0,0.0,0.0,93.0,0.0
15,2017-04-05 01:17:00,51.3,302.0,0.0,0.0,93.0,0.0
16,2017-04-05 01:24:00,51.4,233.0,0.0,0.0,93.0,0.0
17,2017-04-05 01:29:00,51.6,228.0,0.0,0.0,92.0,0.0
18,2017-04-05 01:34:00,51.8,258.0,0.0,0.0,92.0,0.0
19,2017-04-05 01:39:00,52.0,258.0,0.0,0.0,92.0,0.0
20,2017-04-05 01:44:00,52.0,258.0,0.0,0.0,92.0,0.0
21,2017-04-05 01:49:00,52.0,258.0,0.0,0.0,92.0,0.0
22,2017-04-05 01:54:00,52.0,258.0,0.0,0.0,93.0,0.0
23,2017-04-05 01:59:00,51.8,258.0,0.0,0.0,93.0,0.0
24,2017-04-05 02:05:00,51.8,292.0,0.0,0.0,93.0,0.0
