,time,T,w_dir,w_spd,w_gust,rh,precip
0,2018-11-04 01:02:02,56.0,238.0,0.0,7.0,94.0,0.0
1,2018-11-04 01:07:02,56.0,229.0,0.0,7.0,94.0,0.0
2,2018-11-04 01:17:02,56.0,204.0,1.0,4.0,94.0,0.0
3,2018-11-04 01:22:02,56.0,237.0,0.0,5.0,94.0,0.0
4,2018-11-04 01:32:02,56.0,248.0,0.0,5.0,94.0,0.0
5,2018-11-04 01:42:02,56.0,254.0,0.0,3.0,93.0,0.0
6,2018-11-04 01:47:02,56.0,254.0,0.0,2.0,93.0,0.0
7,2018-11-04 01:52:02,56.0,256.0,0.0,1.0,93.0,0.0
8,2018-11-04 01:12:02,55.0,253.0,0.0,1.0,93.0,0.0
9,2018-11-04 01:32:02,55.0,238.0,0.0,7.0,94.0,0.0
10,2018-11-04 01:37:02,55.0,226.0,1.0,7.0,94.0,0.0
11,2018-11-04 01:42:02,55.0,244.0,5.0,7.0,94.0,0.0
12,2018-11-04 01:47:02,55.0,243.0,2.0,10.0,94.0,0.0
13,2018-11-04 01:57:02,55.0,233.0,5.0,10.0,94.0,0.0
14,2018-11-04 02:02:02,55.0,253.0,3.0,10.0,94.0,0.0
15,2018-11-04 02:17:01,55.0,239.0,4.0,9.0,95.0,0.0
16,2018-11-04 02:27:02,55.0,216.0,2.0,9.0,95.0,0.0
17,2018-11-04 02:32:01,55.0,256.0,0.0,8.0,95.0,0.0
18,2018-11-04 02:42:02,55.0,245.0,0.0,7.0,95.0,0.0
19,2018-11-04 02:47:02,55.0,233.0,0.0,6.0,95.0,0.0
20,2018-11-04 02:52:02,55.0,219.0,1.0,8.0,95.0,0.0
21,2018-11-04 03:02:02,55.0,235.0,0.0,8.0,95.0,0.0
22,2018-11-04 03:12:02,54.0,330.0,0.0,8.0,95.0,0.0
23,2018-11-04 03:17:02,55.0,223.0,0.0,8.0,95.0,0.0
24,2018-11-04 03:22:02,55.0,189.0,5.0,8.0,95.0,0.0
25,2018-11-04 03:42:01,54.0,214.0,0.0,9.0,95.0,0.0
26,2018-11-04 03:57:02,54.0,230.0,0.0,6.0,95.0,0.0
27,2018-11-04 04:17:02,54.0,241.0,0.0,5.0,95.0,0.0
28,2018-11-04 04:22:02,54.0,241.0,0.0,5.0,95.0,0.0
29,2018-11-04 04:27:02,54.0,181.0,5.0,8.0,96.0,0.0
30,2018-11-04 04:32:02,54.0,235.0,0.0,8.0,96.0,0.0
31,2018-11-04 04:42:02,54.0,226.0,0.0,11.0,96.0,0.0
32,2018-11-04 04:52:02,54.0,200.0,0.0,6.0,95.0,0.0
33,2018-11-04 04:57:01,54.0,241.0,4.0,7.0,96.0,0.0
34,2018-11-04 05:02:02,54.0,200.0,0.0,7.0,96.0,0.0
35,2018-11-04 05:22:02,54.0,211.0,0.0,9.0,96.0,0.0
36,2018-11-04 05:27:02,54.0,203.0,1.0,9.0,96.0,0.0
37,2018-11-04 05:32:02,54.0,193.0,0.0,9.0,96.0,0.0
38,2018-11-04 05:37:02,54.0,223.0,0.0,7.0,96.0,0.0
39,2018-11-04 05:42:02,54.0,202.0,0.0,7.0,96.0,0.0
40,2018-11-04 05:47:02,54.0,235.0,1.0,7.0,96.0,0.0
41,2018-11-04 05:52:02,54.0,200.0,1.0,7.0,96.0,0.0
42,2018-11-04 05:57:02,54.0,181.0,1.0,6.0,96.0,0.0
43,2018-11-04 06:02:02,54.0,199.0,2.0,5.0,96.0,0.0
44,2018-11-04 06:07:02,54.0,214.0,6.0,5.0,96.0,0.0
45,2018-11-04 06:17:02,53.0,225.0,0.0,9.0,96.0,0.0
46,2018-11-04 06:22:02,53.0,240.0,0.0,9.0,96.0,0.0
47,2018-11-04 06:27:02,53.0,216.0,0.0,8.0,96.0,0.0
48,2018-11-04 06:32:02,53.0,176.0,0.0,8.0,96.0,0.0
49,2018-11-04 06:37:01,53.0,209.0,0.0,10.0,96.0,0.0
50,2018-11-04 06:42:02,53.0,191.0,0.0,10.0,96.0,0.0
51,2018-11-04 06:47:02,53.0,232.0,0.0,10.0,96.0,0.0
52,2018-11-04 06:57:02,53.0,217.0,0.0,8.0,96.0,0.0
53,2018-11-04 07:22:02,53.0,199.0,1.0,7.0,96.0,0.0
54,2018-11-04 07:27:02,54.0,189.0,2.0,8.0,96.0,0.0
55,2018-11-04 07:32:02,54.0,147.0,0.0,8.0,96.0,0.0
56,2018-11-04 07:37:02,54.0,236.0,0.0,6.0,96.0,0.0
57,2018-11-04 07:52:02,54.0,244.0,0.0,7.0,96.0,0.0
58,2018-11-04 07:57:02,55.0,190.0,0.0,7.0,96.0,0.0
59,2018-11-04 08:22:02,55.0,218.0,1.0,6.0,95.0,0.0
60,2018-11-04 08:32:02,56.0,225.0,0.0,6.0,95.0,0.0
61,2018-11-04 08:37:02,56.0,231.0,0.0,3.0,94.0,0.0
62,2018-11-04 08:42:02,56.0,258.0,1.0,5.0,94.0,0.0
63,2018-11-04 08:47:02,57.0,255.0,1.0,5.0,94.0,0.0
64,2018-11-04 08:52:01,57.0,243.0,3.0,4.0,93.0,0.0
65,2018-11-04 09:07:02,57.0,233.0,1.0,6.0,92.0,0.0
66,2018-11-04 09:12:02,57.0,246.0,1.0,6.0,91.0,0.0
67,2018-11-04 09:27:02,58.0,210.0,1.0,6.0,91.0,0.01
68,2018-11-04 09:42:02,58.0,158.0,5.0,8.0,90.0,0.01
69,2018-11-04 09:47:02,58.0,217.0,1.0,9.0,90.0,0.01
70,2018-11-04 09:57:02,58.0,87.0,1.0,10.0,91.0,0.01
71,2018-11-04 10:07:02,58.0,220.0,5.0,10.0,91.0,0.01
72,2018-11-04 10:12:02,58.0,251.0,5.0,10.0,91.0,0.0
73,2018-11-04 10:22:02,58.0,258.0,3.0,10.0,90.0,0.0
74,2018-11-04 10:32:02,58.0,245.0,4.0,10.0,89.0,0.0
75,2018-11-04 10:47:02,58.0,242.0,5.0,14.0,88.0,0.0
76,2018-11-04 10:52:02,58.0,268.0,5.0,14.0,88.0,0.0
77,2018-11-04 10:57:02,58.0,274.0,6.0,11.0,87.0,0.0
