,time,T,w_dir,w_spd,w_gust,rh,precip
0,2018-04-14 00:00:00,52.0,67.0,4.0,4.0,84.0,0.0
1,2018-04-14 00:05:00,52.0,45.0,3.0,4.0,84.0,0.0
2,2018-04-14 00:10:00,52.0,67.0,4.0,4.0,85.0,0.0
3,2018-04-14 00:15:00,52.0,67.0,4.0,4.0,85.0,0.0
4,2018-04-14 00:20:00,52.0,67.0,5.0,5.0,85.0,0.0
5,2018-04-14 00:25:00,52.0,67.0,5.0,5.0,85.0,0.0
6,2018-04-14 00:30:00,52.0,67.0,4.0,5.0,86.0,0.0
7,2018-04-14 00:35:00,52.0,67.0,5.0,5.0,86.0,0.0
8,2018-04-14 00:40:00,52.0,67.0,5.0,5.0,87.0,0.0
9,2018-04-14 00:45:00,52.0,67.0,5.0,5.0,87.0,0.0
10,2018-04-14 00:50:00,52.0,67.0,4.0,5.0,87.0,0.0
11,2018-04-14 00:55:00,52.0,67.0,5.0,5.0,87.0,0.0
12,2018-04-14 01:00:00,52.0,67.0,5.0,5.0,87.0,0.0
13,2018-04-14 01:05:00,52.0,67.0,5.0,5.0,88.0,0.0
14,2018-04-14 01:10:00,52.0,67.0,4.0,5.0,88.0,0.0
15,2018-04-14 01:15:00,52.0,67.0,4.0,5.0,88.0,0.0
16,2018-04-14 01:20:00,52.0,67.0,4.0,4.0,88.0,0.0
17,2018-04-14 01:25:00,52.0,45.0,4.0,5.0,88.0,0.0
18,2018-04-14 01:30:00,53.0,67.0,4.0,5.0,87.0,0.0
19,2018-04-14 01:35:00,53.0,45.0,3.0,5.0,86.0,0.0
20,2018-04-14 01:40:00,53.0,67.0,2.0,4.0,85.0,0.0
21,2018-04-14 01:45:00,53.0,90.0,0.0,3.0,83.0,0.0
22,2018-04-14 01:50:00,53.0,90.0,0.0,2.0,82.0,0.0
23,2018-04-14 01:55:00,53.0,22.0,1.0,2.0,82.0,0.0
24,2018-04-14 02:00:00,53.0,22.0,0.0,2.0,82.0,0.0
25,2018-04-14 02:05:00,53.0,22.0,0.0,0.0,82.0,0.0
26,2018-04-14 02:10:00,53.0,22.0,0.0,1.0,82.0,0.0
27,2018-04-14 02:15:00,53.0,22.0,0.0,1.0,81.0,0.0
28,2018-04-14 02:20:00,53.0,22.0,0.0,0.0,80.0,0.0
29,2018-04-14 02:25:00,52.0,22.0,0.0,0.0,80.0,0.0
30,2018-04-14 02:30:00,53.0,45.0,2.0,0.0,80.0,0.0
31,2018-04-14 02:35:00,53.0,45.0,3.0,3.0,80.0,0.0
32,2018-04-14 02:40:00,53.0,45.0,4.0,4.0,79.0,0.0
33,2018-04-14 02:45:00,53.0,45.0,4.0,4.0,78.0,0.0
34,2018-04-14 02:50:00,53.0,45.0,4.0,5.0,78.0,0.0
35,2018-04-14 02:55:00,53.0,45.0,4.0,5.0,78.0,0.0
36,2018-04-14 03:00:00,53.0,45.0,2.0,4.0,78.0,0.0
37,2018-04-14 03:05:00,54.0,45.0,3.0,3.0,77.0,0.0
38,2018-04-14 03:10:00,54.0,45.0,3.0,3.0,77.0,0.0
39,2018-04-14 03:15:00,54.0,45.0,2.0,3.0,76.0,0.0
40,2018-04-14 03:20:00,54.0,45.0,3.0,3.0,75.0,0.0
41,2018-04-14 03:25:00,54.0,45.0,0.0,3.0,74.0,0.0
42,2018-04-14 03:30:00,54.0,135.0,0.0,0.0,74.0,0.0
43,2018-04-14 03:35:00,53.0,157.0,0.0,0.0,75.0,0.0
44,2018-04-14 03:40:00,53.0,157.0,0.0,0.0,76.0,0.0
45,2018-04-14 03:45:00,53.0,270.0,3.0,3.0,76.0,0.0
46,2018-04-14 03:50:00,53.0,270.0,1.0,3.0,76.0,0.0
47,2018-04-14 03:55:00,52.0,270.0,1.0,1.0,77.0,0.0
48,2018-04-14 04:00:00,52.0,270.0,0.0,1.0,77.0,0.0
49,2018-04-14 04:05:00,52.0,225.0,1.0,1.0,78.0,0.0
50,2018-04-14 04:10:00,52.0,292.0,2.0,2.0,78.0,0.0
51,2018-04-14 04:15:00,52.0,292.0,0.0,2.0,79.0,0.0
52,2018-04-14 04:20:00,52.0,292.0,2.0,2.0,79.0,0.0
53,2018-04-14 04:25:00,52.0,292.0,2.0,2.0,79.0,0.0
54,2018-04-14 04:30:00,52.0,292.0,0.0,2.0,79.0,0.0
55,2018-04-14 04:35:00,52.0,292.0,2.0,2.0,79.0,0.0
56,2018-04-14 04:40:00,52.0,360.0,2.0,2.0,79.0,0.0
57,2018-04-14 04:45:00,52.0,45.0,3.0,4.0,79.0,0.0
58,2018-04-14 04:50:00,53.0,45.0,3.0,4.0,79.0,0.0
59,2018-04-14 04:55:00,53.0,45.0,2.0,4.0,78.0,0.0
60,2018-04-14 05:00:00,53.0,45.0,3.0,3.0,78.0,0.0
61,2018-04-14 05:05:00,53.0,45.0,1.0,2.0,78.0,0.0
62,2018-04-14 05:10:00,53.0,45.0,2.0,2.0,78.0,0.0
63,2018-04-14 05:15:00,53.0,45.0,2.0,2.0,77.0,0.0
64,2018-04-14 05:20:00,53.0,45.0,1.0,2.0,77.0,0.0
65,2018-04-14 05:25:00,53.0,45.0,0.0,1.0,76.0,0.0
66,2018-04-14 05:30:00,53.0,45.0,0.0,0.0,76.0,0.0
67,2018-04-14 05:35:00,53.0,45.0,0.0,0.0,76.0,0.0
68,2018-04-14 05:40:00,52.0,360.0,2.0,2.0,77.0,0.0
69,2018-04-14 05:45:00,52.0,360.0,1.0,1.0,77.0,0.0
70,2018-04-14 05:50:00,53.0,360.0,0.0,1.0,77.0,0.0
71,2018-04-14 05:55:00,53.0,360.0,1.0,1.0,77.0,0.0
72,2018-04-14 06:00:00,52.0,315.0,0.0,2.0,77.0,0.0
73,2018-04-14 06:05:00,52.0,315.0,1.0,1.0,77.0,0.0
74,2018-04-14 06:10:00,52.0,315.0,0.0,1.0,77.0,0.0
75,2018-04-14 06:15:00,52.0,315.0,2.0,2.0,78.0,0.0
76,2018-04-14 06:20:00,52.0,315.0,2.0,2.0,78.0,0.0
77,2018-04-14 06:25:00,52.0,315.0,0.0,1.0,78.0,0.0
78,2018-04-14 06:30:00,52.0,67.0,1.0,2.0,78.0,0.0
79,2018-04-14 06:35:00,52.0,67.0,3.0,3.0,78.0,0.0
80,2018-04-14 06:40:00,52.0,67.0,3.0,3.0,78.0,0.0
81,2018-04-14 06:45:00,52.0,67.0,3.0,3.0,78.0,0.0
82,2018-04-14 06:50:00,52.0,45.0,3.0,4.0,77.0,0.0
83,2018-04-14 06:55:00,53.0,45.0,3.0,4.0,76.0,0.0
84,2018-04-14 07:00:00,53.0,67.0,3.0,3.0,76.0,0.0
85,2018-04-14 07:05:00,53.0,67.0,3.0,3.0,76.0,0.0
86,2018-04-14 07:10:00,53.0,67.0,3.0,3.0,76.0,0.0
87,2018-04-14 07:15:00,53.0,67.0,3.0,3.0,77.0,0.0
88,2018-04-14 07:20:00,53.0,67.0,2.0,3.0,77.0,0.0
89,2018-04-14 07:25:00,53.0,67.0,2.0,3.0,77.0,0.0
90,2018-04-14 07:30:00,53.0,90.0,3.0,3.0,77.0,0.0
91,2018-04-14 07:35:00,53.0,90.0,3.0,3.0,77.0,0.0
92,2018-04-14 07:40:00,53.0,90.0,3.0,4.0,77.0,0.0
93,2018-04-14 07:45:00,53.0,90.0,2.0,4.0,78.0,0.0
94,2018-04-14 07:50:00,53.0,90.0,3.0,3.0,78.0,0.0
95,2018-04-14 07:55:00,54.0,90.0,3.0,3.0,77.0,0.0
96,2018-04-14 08:00:00,54.0,90.0,1.0,3.0,76.0,0.0
97,2018-04-14 08:05:00,55.0,90.0,0.0,2.0,75.0,0.0
98,2018-04-14 08:10:00,55.0,90.0,0.0,0.0,74.0,0.0
99,2018-04-14 08:15:00,55.0,225.0,3.0,3.0,74.0,0.0
100,2018-04-14 08:20:00,55.0,225.0,2.0,3.0,74.0,0.0
101,2018-04-14 08:25:00,55.0,247.0,3.0,3.0,75.0,0.0
102,2018-04-14 08:30:00,55.0,270.0,3.0,3.0,76.0,0.0
103,2018-04-14 08:35:00,55.0,270.0,1.0,4.0,76.0,0.0
104,2018-04-14 08:40:00,55.0,247.0,3.0,4.0,75.0,0.0
105,2018-04-14 08:48:00,55.0,247.0,4.0,5.0,74.0,0.0
106,2018-04-14 08:53:00,55.0,225.0,3.0,5.0,75.0,0.0
107,2018-04-14 08:58:00,56.0,202.0,0.0,4.0,75.0,0.0
108,2018-04-14 09:03:00,57.0,202.0,2.0,3.0,75.0,0.0
109,2018-04-14 09:08:00,57.0,247.0,3.0,3.0,74.0,0.0
110,2018-04-14 09:13:00,57.0,225.0,2.0,3.0,72.0,0.0
111,2018-04-14 09:18:00,58.0,225.0,0.0,2.0,71.0,0.0
112,2018-04-14 09:23:00,58.0,225.0,2.0,3.0,70.0,0.0
113,2018-04-14 09:28:00,59.0,225.0,0.0,2.0,70.0,0.0
114,2018-04-14 09:33:00,59.0,225.0,2.0,2.0,69.0,0.0
115,2018-04-14 09:38:00,59.0,247.0,2.0,3.0,69.0,0.0
116,2018-04-14 09:43:00,60.0,247.0,2.0,4.0,69.0,0.0
117,2018-04-14 09:48:00,60.0,225.0,4.0,4.0,69.0,0.0
118,2018-04-14 09:53:00,61.0,225.0,5.0,5.0,68.0,0.0
119,2018-04-14 09:58:00,60.0,202.0,5.0,7.0,68.0,0.0
120,2018-04-14 10:03:00,60.0,202.0,5.0,7.0,68.0,0.0
121,2018-04-14 10:08:00,61.0,202.0,8.0,8.0,69.0,0.0
122,2018-04-14 10:13:00,61.0,225.0,4.0,8.0,70.0,0.0
123,2018-04-14 10:18:00,60.0,180.0,5.0,8.0,70.0,0.0
124,2018-04-14 10:23:00,61.0,225.0,5.0,7.0,70.0,0.0
125,2018-04-14 10:28:00,61.0,225.0,4.0,7.0,70.0,0.0
126,2018-04-14 10:33:00,61.0,225.0,4.0,6.0,69.0,0.0
127,2018-04-14 10:39:00,62.0,202.0,4.0,6.0,69.0,0.0
128,2018-04-14 10:44:00,62.0,225.0,4.0,7.0,69.0,0.0
129,2018-04-14 10:49:00,63.0,247.0,4.0,7.0,68.0,0.0
130,2018-04-14 10:54:00,63.0,225.0,5.0,6.0,67.0,0.0
131,2018-04-14 10:59:00,63.0,225.0,0.0,7.0,66.0,0.0
132,2018-04-14 11:04:00,63.0,247.0,3.0,8.0,66.0,0.0
133,2018-04-14 11:09:00,64.0,247.0,4.0,8.0,66.0,0.0
134,2018-04-14 11:14:00,64.0,247.0,3.0,7.0,65.0,0.0
135,2018-04-14 11:19:00,65.0,247.0,6.0,7.0,63.0,0.0
136,2018-04-14 11:24:00,65.0,225.0,6.0,9.0,63.0,0.0
137,2018-04-14 11:29:00,65.0,225.0,7.0,11.0,63.0,0.0
138,2018-04-14 11:34:00,64.0,225.0,6.0,8.0,63.0,0.0
