,time,T,w_dir,w_spd,w_gust,rh,precip
0,2018-08-11 00:04:57,64.0,202.0,0.0,3.0,71.0,0.0
1,2018-08-11 00:09:57,64.0,202.0,0.0,1.0,71.0,0.0
2,2018-08-11 00:14:57,64.0,202.0,0.0,0.0,70.0,0.0
3,2018-08-11 00:19:57,64.0,202.0,0.0,1.0,70.0,0.0
4,2018-08-11 00:24:57,64.0,202.0,0.0,2.0,69.0,0.0
5,2018-08-11 00:29:57,64.0,315.0,0.0,0.0,69.0,0.0
6,2018-08-11 00:34:57,65.0,315.0,1.0,0.0,69.0,0.0
7,2018-08-11 00:39:57,65.0,315.0,2.0,2.0,69.0,0.0
8,2018-08-11 00:44:57,65.0,315.0,0.0,1.0,68.0,0.0
9,2018-08-11 00:49:57,65.0,309.0,1.0,1.0,68.0,0.0
10,2018-08-11 00:54:57,65.0,292.0,1.0,2.0,67.0,0.0
11,2018-08-11 00:59:57,65.0,292.0,2.0,2.0,66.0,0.0
12,2018-08-11 01:04:57,65.0,292.0,1.0,3.0,65.0,0.0
13,2018-08-11 01:09:57,65.0,282.0,2.0,2.0,64.0,0.0
14,2018-08-11 01:14:57,65.0,270.0,2.0,2.0,64.0,0.0
15,2018-08-11 01:19:57,65.0,270.0,1.0,1.0,64.0,0.0
16,2018-08-11 01:24:57,64.0,270.0,2.0,2.0,66.0,0.0
17,2018-08-11 01:29:57,64.0,279.0,2.0,2.0,66.0,0.0
18,2018-08-11 01:34:57,64.0,292.0,3.0,3.0,67.0,0.0
19,2018-08-11 01:39:57,64.0,271.0,2.0,4.0,67.0,0.0
20,2018-08-11 01:44:57,64.0,273.0,2.0,3.0,67.0,0.0
21,2018-08-11 01:49:57,64.0,285.0,2.0,3.0,67.0,0.0
22,2018-08-11 01:54:57,64.0,301.0,2.0,3.0,66.0,0.0
23,2018-08-11 01:59:57,65.0,305.0,2.0,4.0,65.0,0.0
24,2018-08-11 02:04:57,66.0,293.0,1.0,3.0,64.0,0.0
25,2018-08-11 02:09:57,66.0,315.0,1.0,3.0,64.0,0.0
26,2018-08-11 02:14:57,65.0,196.0,0.0,3.0,64.0,0.0
27,2018-08-11 02:19:57,65.0,157.0,0.0,1.0,65.0,0.0
28,2018-08-11 02:24:57,65.0,180.0,0.0,0.0,65.0,0.0
29,2018-08-11 02:29:57,65.0,180.0,0.0,0.0,65.0,0.0
30,2018-08-11 02:34:57,65.0,98.0,1.0,2.0,65.0,0.0
31,2018-08-11 02:39:57,65.0,197.0,1.0,3.0,65.0,0.0
32,2018-08-11 02:44:57,65.0,150.0,1.0,3.0,66.0,0.0
33,2018-08-11 02:49:57,65.0,129.0,1.0,4.0,66.0,0.0
34,2018-08-11 02:54:57,65.0,157.0,0.0,2.0,65.0,0.0
35,2018-08-11 02:59:57,65.0,157.0,0.0,1.0,64.0,0.0
36,2018-08-11 03:04:57,65.0,157.0,0.0,2.0,63.0,0.0
37,2018-08-11 03:09:57,65.0,67.0,1.0,2.0,62.0,0.0
38,2018-08-11 03:14:57,65.0,67.0,0.0,2.0,61.0,0.0
39,2018-08-11 03:19:57,65.0,67.0,0.0,0.0,60.0,0.0
40,2018-08-11 03:24:57,65.0,133.0,1.0,1.0,60.0,0.0
41,2018-08-11 03:29:57,65.0,116.0,1.0,2.0,60.0,0.0
42,2018-08-11 03:34:57,65.0,112.0,2.0,3.0,60.0,0.0
43,2018-08-11 03:39:57,65.0,112.0,1.0,3.0,60.0,0.0
44,2018-08-11 03:44:57,65.0,112.0,1.0,2.0,61.0,0.0
45,2018-08-11 03:49:57,65.0,112.0,2.0,2.0,61.0,0.0
46,2018-08-11 03:54:57,65.0,112.0,2.0,2.0,61.0,0.0
47,2018-08-11 03:59:57,65.0,112.0,0.0,2.0,62.0,0.0
48,2018-08-11 04:04:57,65.0,112.0,0.0,0.0,62.0,0.0
49,2018-08-11 04:09:57,64.0,112.0,0.0,0.0,63.0,0.0
50,2018-08-11 04:14:57,64.0,112.0,0.0,0.0,63.0,0.0
51,2018-08-11 04:19:57,64.0,112.0,0.0,1.0,63.0,0.0
52,2018-08-11 04:24:57,64.0,112.0,0.0,1.0,62.0,0.0
53,2018-08-11 04:29:57,65.0,316.0,2.0,2.0,61.0,0.0
54,2018-08-11 04:34:57,65.0,315.0,0.0,2.0,60.0,0.0
55,2018-08-11 04:39:57,65.0,270.0,0.0,0.0,60.0,0.0
56,2018-08-11 04:44:57,65.0,67.0,0.0,0.0,60.0,0.0
57,2018-08-11 04:49:57,65.0,67.0,1.0,3.0,60.0,0.0
58,2018-08-11 04:54:57,65.0,74.0,2.0,2.0,61.0,0.0
59,2018-08-11 04:59:57,65.0,90.0,2.0,3.0,61.0,0.0
60,2018-08-11 05:04:57,65.0,90.0,0.0,2.0,61.0,0.0
