,time,T,w_dir,w_spd,w_gust,rh,precip
0,2018-04-04 00:00:00,53.0,180.0,0.0,1.0,86.0,0.0
1,2018-04-04 00:05:00,52.9,,0.0,0.0,86.0,0.0
2,2018-04-04 00:10:00,52.9,180.0,0.0,2.0,87.0,0.0
3,2018-04-04 00:15:00,52.9,180.0,0.0,2.0,87.0,0.0
4,2018-04-04 00:20:00,52.8,202.0,1.0,5.0,87.0,0.0
5,2018-04-04 00:30:00,52.6,202.0,0.0,4.0,87.0,0.0
6,2018-04-04 00:35:00,52.6,180.0,0.0,2.0,87.0,0.0
7,2018-04-04 00:40:00,52.6,158.0,0.0,1.0,87.0,0.0
8,2018-04-04 00:45:00,52.6,,0.0,0.0,87.0,0.0
9,2018-04-04 00:50:00,52.5,,0.0,0.0,87.0,0.0
10,2018-04-04 00:55:00,52.5,180.0,0.0,1.0,87.0,0.0
11,2018-04-04 01:00:00,52.4,,0.0,0.0,88.0,0.0
12,2018-04-04 01:05:00,52.4,,0.0,0.0,88.0,0.0
13,2018-04-04 01:10:00,52.4,,0.0,0.0,88.0,0.0
14,2018-04-04 01:15:00,52.4,,0.0,0.0,88.0,0.0
15,2018-04-04 01:20:00,52.4,180.0,0.0,1.0,88.0,0.0
16,2018-04-04 01:25:00,52.4,,0.0,0.0,87.0,0.0
17,2018-04-04 01:30:00,52.4,,0.0,0.0,88.0,0.0
18,2018-04-04 01:35:00,52.4,,0.0,0.0,88.0,0.0
19,2018-04-04 01:40:00,52.4,,0.0,0.0,88.0,0.0
20,2018-04-04 01:45:00,52.3,,0.0,0.0,88.0,0.0
21,2018-04-04 01:50:00,52.3,158.0,0.0,1.0,88.0,0.0
22,2018-04-04 01:55:00,52.4,,0.0,0.0,88.0,0.0
23,2018-04-04 02:00:00,52.4,202.0,0.0,2.0,88.0,0.0
24,2018-04-04 02:05:00,52.5,,0.0,0.0,88.0,0.0
25,2018-04-04 02:10:00,52.5,,0.0,0.0,87.0,0.0
26,2018-04-04 02:15:00,52.4,,0.0,0.0,87.0,0.0
27,2018-04-04 02:20:00,52.4,,0.0,0.0,87.0,0.0
28,2018-04-04 02:25:00,52.4,,0.0,0.0,87.0,0.0
29,2018-04-04 02:30:00,52.5,,0.0,0.0,87.0,0.0
30,2018-04-04 02:35:00,52.4,225.0,0.0,2.0,87.0,0.0
31,2018-04-04 02:40:00,52.4,,0.0,0.0,87.0,0.0
32,2018-04-04 02:45:00,52.4,225.0,0.0,4.0,87.0,0.0
33,2018-04-04 02:50:00,52.3,225.0,1.0,3.0,87.0,0.0
34,2018-04-04 02:55:00,52.3,180.0,0.0,2.0,87.0,0.0
35,2018-04-04 03:00:00,52.3,225.0,0.0,3.0,87.0,0.0
36,2018-04-04 03:05:00,52.3,225.0,0.0,3.0,87.0,0.0
37,2018-04-04 03:10:00,52.3,248.0,0.0,3.0,87.0,0.0
38,2018-04-04 03:20:00,52.1,,0.0,0.0,87.0,0.0
39,2018-04-04 03:25:00,52.1,,0.0,0.0,87.0,0.0
40,2018-04-04 03:30:00,52.1,,0.0,0.0,87.0,0.0
41,2018-04-04 03:35:00,52.1,,0.0,0.0,87.0,0.0
42,2018-04-04 03:40:00,52.2,248.0,0.0,1.0,87.0,0.0
43,2018-04-04 03:45:00,52.2,,0.0,0.0,87.0,0.0
44,2018-04-04 03:50:00,52.2,,0.0,0.0,87.0,0.0
45,2018-04-04 03:55:00,52.2,,0.0,0.0,87.0,0.0
46,2018-04-04 04:00:00,52.1,,0.0,0.0,87.0,0.0
47,2018-04-04 04:05:00,52.1,,0.0,0.0,87.0,0.0
48,2018-04-04 04:10:00,52.0,,0.0,0.0,88.0,0.0
49,2018-04-04 04:15:00,52.0,90.0,0.0,1.0,88.0,0.0
50,2018-04-04 04:25:00,51.9,135.0,0.0,2.0,88.0,0.0
51,2018-04-04 04:30:00,51.9,135.0,0.0,3.0,88.0,0.0
52,2018-04-04 04:35:00,51.9,112.0,0.0,3.0,88.0,0.0
53,2018-04-04 04:40:00,51.9,,0.0,0.0,88.0,0.0
54,2018-04-04 04:45:00,51.9,135.0,0.0,3.0,88.0,0.0
55,2018-04-04 04:50:00,52.0,158.0,0.0,2.0,88.0,0.0
56,2018-04-04 04:55:00,52.1,,0.0,0.0,88.0,0.0
57,2018-04-04 05:00:00,52.1,202.0,0.0,4.0,88.0,0.0
58,2018-04-04 05:05:00,52.2,202.0,0.0,3.0,88.0,0.0
59,2018-04-04 05:10:00,52.3,202.0,0.0,4.0,88.0,0.0
60,2018-04-04 05:15:00,52.4,,0.0,0.0,87.0,0.0
61,2018-04-04 05:20:00,52.4,,0.0,0.0,87.0,0.0
62,2018-04-04 05:25:00,52.5,,0.0,0.0,87.0,0.0
63,2018-04-04 05:30:00,52.5,,0.0,0.0,87.0,0.0
64,2018-04-04 05:35:00,52.4,90.0,0.0,2.0,87.0,0.0
65,2018-04-04 05:40:00,52.4,,0.0,0.0,87.0,0.0
66,2018-04-04 05:45:00,52.2,,0.0,0.0,87.0,0.0
67,2018-04-04 05:50:00,52.2,,0.0,0.0,87.0,0.0
68,2018-04-04 05:55:00,52.1,,0.0,0.0,87.0,0.0
69,2018-04-04 06:00:00,52.1,,0.0,0.0,87.0,0.0
